spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,class,subclass
2.068134,8.216143,15.84488,19.66808,20.11215,STAR,F9
2.026122,8.518855,16.56411,20.83226,22.79193,STAR,F9
1.622549,7.062783,14.91185,19.29817,20.66255,STAR,K1
2.967611,9.053179,16.98806,21.53403,24.06837,STAR,F9
1.744624,4.157876,8.809247,11.58841,13.59901,STAR,K1
2.672032,12.92156,25.08668,31.62251,36.59615,STAR,F9
1.280539,6.827402,14.60749,19.71565,22.51308,STAR,K1
1.822722,4.864906,9.184343,12.20023,14.25977,STAR,F9
2.371644,8.404335,17.15136,22.51542,24.75618,STAR,F9
2.349267,9.444069,18.44021,23.9948,26.35666,STAR,F9
1.627305,6.531101,13.44454,17.48175,19.75411,STAR,K1
2.406897,9.250126,18.71005,24.58112,29.08915,STAR,K1
-0.1744775,0.8450966,4.424359,36.40894,96.06703,STAR,M6
0.6944348,5.475044,22.44706,133.1207,325.1639,STAR,M5
0.6026999,0.6994478,3.682988,27.70716,73.55796,STAR,M6
3.03049,10.95099,27.45441,122.5729,296.8138,STAR,M6
1.128731,2.443173,8.491278,44.40944,104.4105,STAR,M5
-0.07406292,0.3873777,2.207347,21.13135,61.11679,STAR,M7
0.1630415,0.2934504,1.239099,12.84977,39.84525,STAR,M7
0.2856872,1.499817,7.201478,40.96809,102.851,STAR,M6
-0.381889,0.5427086,2.145955,13.79496,33.99241,STAR,M6
0.0917225,0.4593433,2.915628,18.43137,45.50186,STAR,M5
0.1071778,1.336018,8.972009,55.69795,128.815,STAR,M5
0.144692,0.4858118,2.861348,17.86056,45.30994,STAR,M5
-0.06407288,0.8020259,4.439228,26.45969,70.46767,STAR,M6
0.5909022,1.17239,5.919021,35.57243,84.82655,STAR,M5
0.9768139,0.8203092,3.227763,20.51755,52.76505,STAR,M6
-0.1640747,0.2993832,1.384192,14.91579,48.42973,STAR,M7
3.695267,33.96514,132.5697,427.4482,818.8802,STAR,M4
1.182137,1.111306,4.095439,25.64943,80.41588,STAR,M8
0.0751415,1.423149,7.891837,30.82531,63.55212,STAR,M4
0.6669257,2.374983,10.28885,41.1722,84.34102,STAR,M4
0.05081457,0.4119365,3.59455,16.65255,36.93417,STAR,M4
0.5176435,2.057122,9.737761,47.79677,110.2035,STAR,M5
-0.2038557,0.3384451,3.095961,14.8882,34.68678,STAR,M5
0.02851393,3.394501,15.86985,50.32104,94.25355,STAR,M3
-0.08581083,0.3732819,3.129405,11.00268,22.74533,STAR,M3
-0.1445629,0.3135165,2.541389,24.2127,73.02122,STAR,M6
3.278361,18.32267,70.26942,323.6104,734.3468,STAR,M5
-0.1787285,0.2646946,2.797706,11.95966,25.51647,STAR,M4
5.028195,22.658,85.33228,427.4659,1006.611,STAR,M5
0.3135644,4.39979,20.80453,111.4544,264.472,STAR,M5
1.673657,14.13786,56.42685,223.2407,458.4782,STAR,M4
-0.1482063,0.1035721,2.175879,15.70357,38.93032,STAR,M5
1.057779,7.864595,32.37535,165.1858,382.8612,STAR,M5
1.166044,15.72047,64.17142,267.2653,563.6375,STAR,M4
1.030369,1.229004,3.830825,13.83122,27.79435,STAR,M4
8.229346,46.16202,164.6084,529.7153,1034.583,STAR,M4
0.2061778,0.6830097,3.681617,14.81062,29.91687,STAR,M4
1.548946,9.777248,36.04028,116.9366,214.7136,STAR,M4
4.128862,6.457255,17.64637,101.9317,269.8347,STAR,M6
0.2072982,0.6228407,2.97585,12.87281,26.15145,STAR,M4
3.899499,4.209978,6.868396,17.39421,31.58257,STAR,M3
0.6069074,2.296893,8.87024,33.99369,69.28195,STAR,M4
2.659816,3.01134,5.721473,27.168,67.93486,STAR,M6
1.901021,2.510523,5.484293,16.28524,32.19251,STAR,M4
5.98098,17.99651,63.65076,200.6353,396.3961,STAR,M4
2.633403,22.99705,89.23634,305.1725,578.4738,STAR,M4
0.1877334,2.757587,12.58256,44.92497,87.51546,STAR,M4
0.03123436,0.4299337,4.273058,13.86676,27.56861,STAR,M2
0.001122702,1.853167,11.49889,36.16853,68.73392,STAR,M3
0.06040457,0.450842,3.128076,13.76814,31.82658,STAR,M5
-0.1361047,0.3962562,4.510666,22.23027,48.95074,STAR,M4
0.03675417,0.384347,3.128396,14.67102,31.78941,STAR,M4
2.539804,2.781314,3.896531,12.10955,24.39974,STAR,M4
0.9049385,1.383257,3.786056,11.95945,23.84152,STAR,M3
5.295211,11.51426,38.10585,170.2242,382.9952,STAR,M5
2.63371,3.762646,10.07694,28.83759,54.31306,STAR,M3
2.553935,3.47432,8.328259,24.9156,46.91714,STAR,M3
1.067225,5.591897,27.62527,127.329,292.1968,STAR,M5
0.548417,1.235701,5.548033,18.58677,37.13295,STAR,M3
3.591645,3.71466,6.243207,19.12625,36.85685,STAR,M4
1.918476,2.720352,5.887123,26.50862,63.53166,STAR,M5
2.706147,3.808381,9.678542,38.9395,86.96985,STAR,M5
1.99915,3.503839,9.68179,36.5028,74.60452,STAR,M4
0.3162206,1.197626,6.280533,55.45259,161.0261,STAR,M6
0.01675337,0.2305237,2.217776,16.76397,51.90584,STAR,M7
0.2161177,0.5899818,4.060545,28.27611,73.64066,STAR,M6
0.4998949,4.39945,19.58205,111.5469,271.3744,STAR,M5
0.212418,1.402153,6.300565,33.7045,81.1451,STAR,M6
-0.3748883,3.939749,18.18182,116.4809,290.1961,STAR,M6
0.1173407,0.1846737,1.514008,11.89916,32.0462,STAR,M6
0.1403464,0.4580345,1.911057,11.61474,28.46772,STAR,M5
3.391951,9.04871,15.3184,18.60971,19.03461,STAR,F9
1.879011,6.78472,13.05612,15.79687,17.00859,STAR,K1
7.976349,18.51886,31.42934,38.05317,40.98779,STAR,F9
10.84646,31.82244,54.30729,65.35577,69.4772,STAR,F9
17.12765,31.71329,52.97722,66.66094,73.23499,STAR,F2
10.90923,27.15367,44.57965,52.94507,56.62855,STAR,F9
2.57759,4.648131,7.717176,9.126451,10.14594,STAR,F9
10.12596,36.20008,66.32279,80.48322,86.53383,STAR,K1
14.20361,43.14448,72.46878,84.16817,89.16782,STAR,F9
4.111387,9.608363,16.311,19.53225,22.4582,STAR,F9
6.023195,16.14564,28.68823,35.03474,38.58035,STAR,F9
3.634645,9.568249,16.92851,21.08257,23.5015,STAR,F9
3.823668,11.26472,19.96921,24.2867,26.80792,STAR,F9
1.308064,4.258626,7.679743,9.08107,9.548991,STAR,F9
3.481493,8.547909,15.01748,18.47608,19.36797,STAR,F9
3.989262,17.67528,29.02787,34.03471,36.73848,STAR,F9
10.75552,34.59497,58.97992,71.22008,75.95653,STAR,F9
11.1592,32.97303,54.28767,65.81944,71.27915,STAR,F9
6.018874,11.16269,18.63366,23.46231,25.71254,STAR,G2
3.614306,4.435322,7.535291,9.316855,9.23081,STAR,F9
7.827117,26.41649,46.48046,56.47117,61.62552,STAR,F9
8.634692,21.48657,35.70957,43.80465,48.56064,STAR,F9
4.601592,13.59214,22.17391,26.7868,28.89302,STAR,F9
2.288898,4.988191,8.571883,10.5176,10.88238,STAR,F9
7.022834,20.22208,34.17632,41.80604,45.39255,STAR,F9
5.412899,17.35042,31.19569,38.45526,40.6891,STAR,F9
3.584597,11.7017,19.39655,22.6801,21.99417,STAR,F9
3.499334,8.582419,13.99016,16.48882,15.11051,STAR,F9
244.543,796.0561,1383.627,1658.229,1791.897,STAR,F9
84.32706,253.7904,437.4483,521.7623,558.2933,STAR,F9
44.30862,128.0847,225.4065,272.7233,294.3952,STAR,F9
71.97199,220.3332,380.3155,460.3846,495.2074,STAR,F9
112.4292,318.2846,550.2823,674.0458,742.028,STAR,F9
122.3625,335.2649,549.7604,643.7046,684.3475,STAR,F9
37.78832,93.76991,156.1741,186.4143,202.0682,STAR,F9
284.6502,886.7828,1497.693,1769.961,1894.351,STAR,F9
34.9935,111.0063,193.0309,231.4694,248.8228,STAR,F9
44.08861,112.9157,196.6184,241.4458,264.5078,STAR,F9
126.7379,339.3015,574.3004,694.7887,755.8354,STAR,F9
16.28736,39.34457,67.98529,84.90425,92.76169,STAR,F9
378.5002,1218.793,2078.841,2427.351,2545.733,STAR,F9
187.7431,446.8657,760.9633,920.6569,990.9041,STAR,F9
65.91818,212.559,368.889,439.0992,465.8304,STAR,F9
132.106,481.7096,846.5588,987.6478,1029.305,STAR,F9
148.2218,431.2166,719.7679,835.361,869.9559,STAR,F9
240.119,809.5382,1429.155,1708.434,1828.311,STAR,F9
54.68773,175.334,314.101,382.2011,413.5905,STAR,F9
283.3351,972.5795,1612.591,1848.863,1938.092,STAR,F9
45.30326,115.4494,191.2842,227.9714,246.926,STAR,F9
35.84034,100.7362,177.2699,217.2868,239.2349,STAR,F9
21.88243,57.38986,99.91225,122.7809,136.9589,STAR,F9
40.07185,120.5763,208.7388,250.8388,276.6141,STAR,F9
123.4036,396.2708,682.7307,811.1307,878.2164,STAR,F9
21.10056,54.88023,94.71687,113.1382,124.6836,STAR,F9
47.58159,112.4126,186.1678,224.8453,245.2282,STAR,F9
-0.1161977,1.553543,9.016174,98.0749,289.7725,STAR,M7
0.2157779,0.555411,3.737063,23.54568,64.88895,STAR,M7
0.2852024,0.2618539,1.828131,16.66078,49.16209,STAR,M6
1.080445,3.055301,13.63345,83.22079,209.0847,STAR,M6
0.9262145,2.05933,9.070642,47.56084,114.0886,STAR,M5
0.258434,1.57328,5.868873,28.44911,60.87473,STAR,M5
0.2300234,2.020488,9.416123,69.18954,182.0362,STAR,M6
11.19353,34.79658,65.22925,83.37459,93.76774,STAR,F9
26.17009,75.11814,137.9604,173.4841,195.6473,STAR,F9
158.1444,601.1663,1167.736,1483.454,1708.83,STAR,K1
13.71502,38.00441,72.69701,96.45355,111.0336,STAR,F9
25.23603,69.27694,123.9663,159.5242,180.5605,STAR,F9
18.01296,56.99459,108.1665,136.9378,151.103,STAR,F9
0.2453535,0.22978,1.356812,17.44097,54.85442,STAR,M7
4.391482,12.30853,18.89917,21.61304,21.27177,STAR,F9
1.296753,6.396277,10.96443,11.89836,11.65226,STAR,F9
0.09302679,0.05316538,0.3180555,0.5124927,1.173467,STAR,T2
4.573602,9.332297,18.27561,23.07001,25.89704,STAR,K1
4.05098,9.833006,17.55704,21.32722,23.35078,STAR,F9
6.076128,17.3114,30.44122,37.03043,40.47739,STAR,F9
5.776759,14.53892,24.87734,30.54119,32.4221,STAR,F9
5.915317,18.64587,34.11168,42.22574,45.22103,STAR,F9
6.182651,16.63025,29.68042,36.74706,40.90882,STAR,F9
2.81074,5.041668,7.867253,9.276525,10.08416,STAR,F9
5.402603,11.59431,18.88718,22.31481,24.20661,STAR,F9
2.883145,5.642014,9.441614,11.43589,12.29736,STAR,F9
6.819863,21.57143,36.00203,42.29108,45.07599,STAR,F9
3.273341,9.49902,16.44897,19.90749,21.90785,STAR,F9
8.304246,17.50404,28.67448,34.55748,38.19146,STAR,F9
6.28735,14.22944,24.84553,31.27334,35.82887,STAR,F9
3.447917,7.381137,12.52275,14.73345,15.52196,STAR,F9
0.3245895,0.4890553,2.172698,15.16457,38.37024,STAR,M6
1.167338,3.524639,16.4931,159.6709,485.5142,STAR,M7
-0.03406329,0.3917319,2.746238,26.42917,79.08405,STAR,M6
10.91328,38.05845,65.69653,79.1305,84.44538,STAR,F9
4.498746,11.70593,20.37895,24.62123,25.00344,STAR,F9
6.136037,18.75607,33.21737,40.1876,42.95279,STAR,F9
2.251496,5.423646,9.609394,12.06712,11.44902,STAR,F9
1.930715,4.699642,7.436262,8.791932,8.340733,STAR,T2
1.573283,4.453674,7.892684,10.21852,10.54602,STAR,F9
1.80879,4.168973,7.094607,8.961485,8.116059,STAR,G2
6.54467,15.98563,27.81192,33.5812,35.60652,STAR,F9
2.241802,4.391623,7.285161,9.28912,11.09708,STAR,F9
1.47298,4.095205,7.538099,9.556129,10.51447,STAR,G2
3.685008,11.20779,22.7326,29.91003,36.89329,STAR,F9
1.229287,3.524295,7.217303,9.676666,11.23561,STAR,F9
1.515556,5.774796,11.65786,15.41902,17.77234,STAR,K1
4.560634,15.09804,30.6716,40.43148,46.85165,STAR,F9
2.9347,8.627866,16.98397,22.53242,25.76617,STAR,F9
0.3949652,1.385823,3.789144,5.709242,6.398573,STAR,F9
1.369134,6.00627,12.32071,16.65535,20.31676,STAR,F9
2.43357,9.066682,18.66998,24.6672,28.85273,STAR,K1
1.71012,4.885828,9.663714,12.50802,14.41767,STAR,F9
3.752369,13.88601,28.76103,37.388,43.19672,STAR,K1
6.678577,21.10456,42.99248,55.69691,64.87836,STAR,F9
3.096725,9.946837,20.04607,25.61458,29.75893,STAR,K1
1.61923,6.12739,13.69135,18.65096,21.82448,STAR,K1
5.410207,11.33751,21.68196,28.4928,33.70688,STAR,F9
3.703134,12.94546,27.60154,36.80293,43.46953,STAR,K1
0.1278529,0.3619604,1.237779,9.266326,28.56188,STAR,M7
-0.4766935,-0.2596117,0.1252262,1.395953,4.357943,STAR,M7
0.2518025,1.138522,5.299571,22.6767,48.19789,STAR,M4
-0.0409024,0.4955965,2.403637,12.19839,27.87183,STAR,M5
0.3026149,1.489583,7.468838,34.93484,77.64096,STAR,M5
-0.1609827,0.4881028,2.551202,18.29155,50.92192,STAR,M6
0.07379642,0.5519665,3.109003,12.38557,25.65238,STAR,M4
1.978323,9.136797,32.84819,114.9885,221.1581,STAR,M4
0.8398451,6.73867,26.88617,112.7311,242.3982,STAR,M4
0.4967768,7.020879,28.31974,111.3139,224.4439,STAR,M4
4.304105,18.10355,64.53868,249.0077,506.8801,STAR,M4
-0.02006465,0.3681702,2.361007,12.99379,32.97194,STAR,M5
0.1576161,0.5260543,2.694697,12.7692,30.50047,STAR,M5
0.05217489,0.5984005,3.53144,15.21644,34.23537,STAR,M4
0.1940601,1.302721,5.650848,19.96108,40.72147,STAR,M4
0.1810192,2.020161,10.36528,36.789,72.03848,STAR,M3
0.03009059,0.3873458,2.880672,15.33757,36.92901,STAR,M5
0.1775536,1.271995,6.385814,42.00345,112.4933,STAR,M6
0.2679361,0.9776628,5.722459,25.97585,57.74277,STAR,M4
0.2430716,3.468325,15.47415,91.50864,226.3886,STAR,M6
-0.149625,2.085695,9.853165,33.69445,64.98124,STAR,M3
-0.2084579,0.5200179,3.042533,15.15705,35.27966,STAR,M5
2.177432,11.10279,41.41859,181.1846,382.4047,STAR,M4
0.0915576,0.6685719,4.100635,16.42498,32.72969,STAR,M4
0.1988505,1.077899,4.719606,21.49226,48.11275,STAR,M5
0.440849,3.914458,14.65215,52.19658,102.1697,STAR,M4
1.887777,10.50247,38.7504,139.2707,270.0352,STAR,M4
0.1655134,2.51767,10.43314,39.35881,78.81333,STAR,M4
-0.04084257,0.4114988,2.594973,11.07141,23.43123,STAR,M4
0.604577,2.168556,9.355626,33.12385,66.38911,STAR,M4
1.67645,2.083211,6.357205,19.79321,37.32224,STAR,M3
0.775338,2.05103,6.339951,20.25621,37.40356,STAR,M3
1.701695,3.085615,10.76763,39.15759,75.93525,STAR,M4
0.4289941,2.532333,10.14298,34.6808,66.99982,STAR,M3
0.5508509,3.46891,14.4952,56.85886,115.2974,STAR,M4
-0.2016982,0.7856545,4.443467,23.63635,55.30805,STAR,M5
-0.009387896,1.481877,6.717237,28.27861,58.89102,STAR,M4
0.0782735,0.8624371,4.836873,19.46181,41.69449,STAR,M4
0.07939015,0.6345097,3.573049,16.00137,33.42389,STAR,M4
0.01415232,3.606967,16.49151,56.36863,108.3165,STAR,M4
0.02394023,0.6875826,4.311011,26.43201,63.63559,STAR,M5
0.03492953,0.5560165,3.365767,20.45177,51.83167,STAR,M5
-0.154155,0.3021271,2.407354,17.96751,42.08408,STAR,M5
48.46635,156.7516,281.4154,343.2585,375.6628,STAR,K1
90.35706,297.64,523.4113,637.8541,700.2325,STAR,F9
24.06389,63.45768,108.5678,132.3613,146.0399,STAR,F9
17.89088,44.21277,75.77774,91.84351,102.011,STAR,F9
38.2036,76.74998,128.3362,157.2753,175.1825,STAR,G2
67.80386,199.751,341.148,410.3698,450.5135,STAR,F9
18.91205,52.36343,95.84774,122.4704,130.4689,STAR,F9
41.76222,124.9545,218.5,268.3746,294.8391,STAR,F9
35.16385,107.7348,190.1532,232.969,257.0986,STAR,F9
0.5142109,0.7443683,3.76467,16.38871,19.56033,STAR,M6
0.3256401,0.4535572,3.560611,28.79764,81.34493,STAR,M6
0.4029831,1.846731,9.148802,68.967,190.5817,STAR,M6
0.6619159,0.4448157,1.808298,14.49761,37.27863,STAR,M6
0.1133454,1.843586,9.656684,70.73463,193.0293,STAR,M6
0.7238746,1.093418,4.300961,26.98465,64.98281,STAR,M5
0.8736028,1.758478,8.136878,43.91713,103.8662,STAR,M5
2.9151,4.352741,7.590704,10.01732,11.74308,STAR,F5
6.018466,24.92735,48.2406,63.40042,73.33193,STAR,F9
0.03621008,0.4785827,2.568432,18.58208,50.09807,STAR,M6
-0.7089559,5.912498,31.69698,212.9488,527.4816,STAR,M5
19.16869,52.9977,93.62316,115.7806,129.1678,STAR,F9
14.52562,38.81099,69.38642,85.29751,94.15948,STAR,F9
18.93539,61.87032,114.6417,142.194,157.7454,STAR,F9
32.03534,77.3455,131.4305,160.8351,176.254,STAR,F9
12.74697,40.71144,72.67497,90.97758,99.97324,STAR,F9
30.41583,66.45674,114.6895,143.179,161.4186,STAR,F9
75.40612,201.7545,347.7527,430.4865,481.6872,STAR,F9
103.1867,238.688,405.5164,503.9247,563.4465,STAR,G2
189.3623,491.4116,864.0969,1061.777,1170.721,STAR,F9
25.30945,82.85233,153.7309,193.6107,215.8054,STAR,F9
223.9183,568.2915,962.8058,1167.039,1283.024,STAR,F9
28.97279,92.43562,167.4066,205.4971,220.5265,STAR,F9
37.52039,92.81453,159.346,194.834,213.1185,STAR,F9
25.13502,58.98123,104.1282,127.9333,142.5515,STAR,F9
50.01938,156.4868,274.5436,329.6241,356.4248,STAR,F9
110.2779,370.3255,655.5413,785.5538,849.88,STAR,F9
96.04582,240.7593,424.1567,525.4672,585.0544,STAR,F9
28.90948,85.07005,148.207,178.07,194.226,STAR,F9
53.42687,152.9139,262.5278,314.1451,339.8788,STAR,F9
20.32448,60.8611,106.1736,127.7928,141.0785,STAR,F9
52.30796,162.3117,278.7024,327.5749,351.1005,STAR,F9
0.6636786,1.833295,3.981807,18.41473,48.79597,STAR,M6
0.8213045,2.180058,8.574854,47.06515,114.0835,STAR,M5
0.5905984,0.7276222,3.518063,22.85297,58.11434,STAR,M6
3.369579,9.473086,16.39695,19.59614,20.77643,STAR,F9
4.623496,7.590224,10.97717,12.57578,13.77769,STAR,F5
3.096099,9.984348,17.76651,21.30338,23.20879,STAR,F9
1.278931,6.375602,11.56722,14.15446,14.9598,STAR,F9
1.67979,4.984749,9.505268,11.87538,14.52079,STAR,K1
1.994454,5.682473,10.21722,12.73295,14.26728,STAR,F9
5.07761,15.125,27.13327,33.3227,37.66969,STAR,F9
3.302483,10.52987,20.09251,25.41903,27.97349,STAR,F9
5.185767,15.80101,29.36121,36.97097,41.33009,STAR,F9
5.870243,16.83469,31.49787,38.75062,42.19768,STAR,F9
3.256124,9.644415,17.97179,22.67084,25.00166,STAR,F9
1.717537,5.300025,9.533508,11.55151,12.34368,STAR,F9
2.352016,5.662169,9.808169,12.1101,13.72327,STAR,F9
2.059296,5.326332,9.064558,10.58815,11.2756,STAR,F9
2.843154,10.81865,44.569,237.474,562.806,STAR,M5
-0.7195394,1.657687,6.683706,42.83157,111.7418,STAR,M6
-0.04379161,0.5905712,3.105122,19.2477,48.24785,STAR,M6
-0.06553809,0.595156,3.306518,18.1932,43.2473,STAR,M5
-0.01052074,1.944058,8.914078,48.08257,108.5682,STAR,M5
0.5174147,0.7642021,4.341774,36.3525,101.157,STAR,M6
2.949154,7.300033,13.33932,16.79603,18.45052,STAR,F9
12.04944,23.02272,37.5101,44.82533,47.23937,STAR,F9
4.805873,11.16584,18.64718,22.68732,25.29018,STAR,G2
0.4036279,0.6507014,3.096319,23.08081,60.75117,STAR,M6
0.6398081,2.392433,10.43061,59.5136,142.2749,STAR,M5
0.1367094,1.747482,7.030639,43.78724,106.6356,STAR,M5
4.604939,10.29605,16.54888,20.46013,22.20047,STAR,F9
2.73073,5.23939,8.471326,10.4576,11.22689,STAR,F9
5.333234,11.72953,19.42771,23.81148,25.05643,STAR,F9
4.292524,7.452826,12.68239,16.07442,17.21572,STAR,G2
2.356646,3.969831,6.512846,8.125858,8.623169,STAR,G2
1.616658,3.948513,7.017261,9.145298,9.780837,STAR,G0
6.930844,16.14727,27.29094,33.46969,36.17836,STAR,F9
2.265257,4.832395,8.41554,10.83808,12.40401,STAR,K1
10.66273,25.1087,39.93398,47.74527,52.33392,STAR,F9
5.520776,11.72812,19.69486,24.2372,26.43478,STAR,F9
5.590196,9.072829,14.93306,18.43424,19.95791,STAR,G2
7.669148,18.87728,32.72763,40.66745,44.41078,STAR,F9
15.49663,31.98406,50.13518,59.41394,64.28603,STAR,F9
2.702939,4.911956,8.597136,10.89661,11.99607,STAR,F9
5.323805,10.60688,18.36409,22.84431,25.64012,STAR,F9
7.243345,20.35754,36.7868,46.15308,51.72464,STAR,F9
8.092313,17.85355,31.12078,38.17518,41.48915,STAR,F9
4.444524,9.160914,15.94526,19.76961,21.8063,STAR,F9
7.196468,16.50647,28.90602,35.45015,38.59789,STAR,F9
2.307295,7.013289,12.33856,15.43604,16.88671,STAR,F9
4.953167,12.07471,21.29894,27.42652,30.61481,STAR,G0
21.19059,39.75397,64.27362,78.20065,85.2653,STAR,G2
7.387348,20.10949,35.12745,42.52508,45.86943,STAR,F9
2.247658,6.963284,10.82662,14.3397,14.9079,STAR,F9
5.195087,12.22598,21.17103,24.9908,26.30585,STAR,F9
7.83919,20.39417,34.50521,41.52744,44.28822,STAR,F9
2.986624,8.912354,15.9923,20.07003,20.95767,STAR,F9
0.797538,4.235458,7.94769,10.04019,9.433245,STAR,F9
3.981985,9.805986,17.67323,22.52416,24.388,STAR,F9
-0.2093523,1.186511,6.791142,26.90173,53.78912,STAR,M4
0.04153985,0.4075469,2.91472,12.80381,26.93131,STAR,M4
-0.1796323,1.239853,6.737679,29.15057,60.87159,STAR,M4
4.662795,31.71504,121.6937,480.3697,983.4719,STAR,M4
0.1260693,0.5155397,2.882621,12.74405,25.41047,STAR,M4
0.05196061,0.4717822,3.606956,12.52684,23.16013,STAR,M3
0.5589209,4.398734,18.12725,64.43643,123.9565,STAR,M4
2.870882,12.80208,50.13163,195.1103,400.991,STAR,M4
0.03796334,0.3789153,2.563622,12.55323,32.91504,STAR,M5
0.2688139,0.7503657,4.297978,17.45754,36.16747,STAR,M4
3.543423,22.19272,87.00748,281.5214,523.963,STAR,M4
2.883795,6.259561,23.4592,122.7142,284.5764,STAR,M6
4.90873,26.04535,98.19762,313.7173,585.3913,STAR,M4
-0.15074,0.4294313,3.389764,12.82553,26.45812,STAR,M4
0.5873334,1.663603,7.908556,36.52723,82.31683,STAR,M5
0.06488194,0.4131538,2.754922,13.04015,29.70155,STAR,M4
0.1943107,2.435138,17.99775,54.80164,102.9871,STAR,M1
4.202868,24.74552,96.40903,406.5792,837.8445,STAR,M4
-0.367351,2.971541,14.68486,51.48229,98.00942,STAR,M3
-0.1024968,0.9804348,5.68389,24.63145,51.77119,STAR,M4
0.2951438,1.251302,7.000585,32.11941,68.01486,STAR,M4
0.9502311,4.804063,20.8236,70.65172,127.7812,STAR,M4
0.03718809,0.2067433,1.857426,9.474778,19.86398,STAR,M4
-0.118478,0.52413,3.855586,14.80198,28.23981,STAR,M3
30.43694,74.25597,125.4419,151.9066,164.2725,STAR,F9
172.8688,467.4068,818.2062,992.6737,1099.057,STAR,F9
400.6607,1247.244,2106.301,2460.017,2665.432,STAR,F9
178.3103,552.8726,970.5697,1171.955,1284.075,STAR,F9
96.19614,255.0187,419.0703,495.8727,540.5625,STAR,F9
45.04654,129.7171,226.1241,272.8155,300.4868,STAR,F9
60.27988,143.368,233.69,280.3779,298.0806,STAR,F9
20.35211,67.47253,113.0591,129.6136,136.5376,STAR,F9
13.89581,54.4432,94.24409,111.4901,111.6899,STAR,F9
15.07155,46.30531,76.18322,86.3726,82.83708,STAR,F9
118.444,403.7104,679.2548,806.2771,860.7524,STAR,F9
9.595518,50.99575,93.59524,115.8221,123.2407,STAR,F9
52.09146,175.9767,294.5133,346.6873,360.316,STAR,F9
25.18191,70.50253,115.0256,136.0324,136.8477,STAR,F9
41.48139,147.9679,246.3875,285.6074,295.687,STAR,F9
0.1189627,0.4763389,2.665876,21.70495,62.65223,STAR,M6
0.1803987,0.702347,4.262788,28.4373,75.75979,STAR,M6
1.11085,0.9483222,4.343308,39.34503,111.4592,STAR,M6
-0.9096383,0.761254,3.258054,20.29602,55.25318,STAR,M6
0.05072569,0.2412838,1.58483,15.10847,50.38868,STAR,M7
0.2472347,2.330887,10.36469,60.92361,145.8679,STAR,M5
16.22992,45.81096,90.72692,118.8121,137.6197,STAR,F9
207.4453,625.2675,1090.619,1314.799,1458.075,STAR,F9
17.3578,48.76242,92.42625,120.1339,138.4979,STAR,F9
16.36517,60.37883,121.3296,156.0735,178.5163,STAR,K1
13.89757,46.32126,95.22587,124.8849,146.1794,STAR,K1
18.44419,66.34713,133.7359,171.9295,197.4721,STAR,K1
18.35176,55.65509,104.9791,133.4942,151.6668,STAR,F9
49.27637,177.102,335.0586,411.7687,456.0583,STAR,F9
121.3868,418.8641,854.8555,1126.721,1314.647,STAR,F9
15.91125,44.45553,88.90195,116.7266,136.3902,STAR,F9
45.69388,133.7987,259.2191,333.5655,378.0182,STAR,F9
14.72941,52.75668,107.2841,144.5355,171.8056,STAR,F9
13.88032,49.9067,98.27676,127.8293,149.5375,STAR,K1
13.60063,47.17755,90.4045,116.1053,133.7847,STAR,K1
27.41197,79.96946,150.0342,194.7464,220.6472,STAR,F9
14.0175,44.52261,87.33662,112.7971,125.3711,STAR,F9
305.8419,937.7825,1789.89,2296.979,2641.316,STAR,F9
19.1196,53.17776,101.0841,127.4249,143.3401,STAR,F9
13.00163,53.39664,111.0659,142.1937,161.0193,STAR,K1
8.830189,32.69923,70.182,91.92654,107.9863,STAR,K1
14.72205,56.22684,112.6218,141.2237,157.9885,STAR,K1
73.6207,221.7822,436.9676,562.0126,650.0366,STAR,F9
13.17004,41.95101,80.39912,105.8031,121.9592,STAR,F9
10.43517,34.82558,61.86216,77.88851,85.03259,STAR,F9
26.42841,68.18069,122.8563,156.332,174.929,STAR,F9
16.79159,55.34517,104.789,133.6941,150.278,STAR,F9
130.8399,420.2678,786.7272,984.8585,1109.348,STAR,F9
56.9636,206.2979,407.8715,512.0209,574.8656,STAR,K1
13.25615,43.3765,78.15426,95.72502,104.6982,STAR,F9
-0.5012248,1.000209,5.608223,31.9571,69.31243,STAR,M5
-0.1641745,0.9730173,4.866337,30.63683,70.50317,STAR,M5
0.2030371,0.8307344,2.566675,11.99392,27.3689,STAR,M5
0.05841278,0.5947033,1.840677,14.25669,38.1688,STAR,M6
-0.1160011,2.032705,9.842711,44.64028,104.9755,STAR,M5
0.01371068,0.08233476,1.538089,13.94428,35.84136,STAR,M6
0.2287666,0.5617861,4.076704,21.85449,47.04691,STAR,M5
-0.1254618,1.66387,7.376849,34.75305,75.46317,STAR,M5
-0.1076613,0.881109,2.949173,25.52617,76.05718,STAR,M7
0.6489617,1.99876,8.753235,66.97967,179.5178,STAR,M6
29.38689,79.87003,149.3689,189.3561,216.1737,STAR,F9
13.01456,45.17007,88.99129,112.4341,128.8946,STAR,K1
23.27354,84.28248,165.0576,210.9198,241.4149,STAR,K1
68.02915,239.5647,462.4953,590.6132,672.1371,STAR,K1
23.96173,68.96336,124.0415,152.9967,168.8943,STAR,F9
23.47575,71.45979,134.6851,170.4785,192.5067,STAR,F9
