class,subclass,mag_u,mag_g,mag_r,mag_i,mag_z,redshift,flux_u,flux_g,flux_r,flux_i,flux_z,photRA,specRA,photDec,specDec,petrosianRadius_u,deVEffectiveRadius_u,petrosianRadius_z,deVEffectiveRadius_z
QSO,BROADLINE,20.71392,20.6249,20.39495,20.44833,20.33299,0.9620526,4.389776,5.039026,7.895544,7.796544,8.398449,130.6496936,130.64968,-0.890378295,-0.89037574,1.396622,0.01238698,1.050085,0.06025109
GALAXY,STARBURST,22.08829,20.70564,20.2384,19.99213,19.82723,0.1805459,0.6120596,2.842351,5.793016,7.879762,9.05089,130.7494407,130.74943,-0.954400386,-0.95441022,7.358755,2.876105,2.845131,1.85704
QSO,STARBURST BROADLINE,20.90165,20.42755,19.73002,19.25194,18.90402,0.4567948,1.184565,2.652314,9.304729,17.26367,25.397,130.6828385,130.68282,-0.564805411,-0.56480636,1.663146,0.4834682,2.511567,0.5893971
QSO,BROADLINE,20.83483,20.60042,20.21679,19.77038,19.43743,0.4131179,4.198381,4.910601,8.860215,13.99303,19.60707,130.6537483,130.65374,-1.196796003,-1.1968075,1.610161,0.08235189,1.508857,0.1369035
QSO,BROADLINE,22.84724,20.8723,20.65559,20.51579,20.66084,3.039602,1.370153,4.416492,6.775114,7.685013,8.240116,130.6594377,130.65944,-1.154218816,-1.1542434,1.013265,0.006886407,2.183556,0.5845579
QSO,BROADLINE,21.83791,21.04963,20.92675,20.9281,20.85619,2.761466,1.607006,1.786579,2.759278,2.78692,2.806934,130.7594659,130.75947,-0.764735524,-0.76474264,3.112162,0.826861,2.513582,0.935102
QSO,BROADLINE,19.80123,19.75775,19.42902,19.42303,19.4708,1.330673,14.34414,8.176793,12.31093,11.34489,9.976128,128.8871989,128.8872,35.13186836,35.131868,1.279883,0.000542914,4.029924,0.09794758
GALAXY,STARFORMING,18.99801,17.83857,17.39572,17.05528,16.93497,0.07356932,11.1851,22.19438,35.45169,48.72744,56.40343,134.1258716,134.12588,38.47166676,38.471668,5.411787,7.991426,4.343567,7.08885
GALAXY,STARFORMING,19.90709,18.46065,17.68055,17.25002,16.97586,0.1331968,9.384409,21.48388,45.99961,69.72432,90.8325,134.2374072,134.23742,38.65320047,38.653198,2.792606,2.136446,2.997155,1.532964
GALAXY,STARFORMING,19.28251,18.20929,17.75978,17.35242,17.47542,0.09482439,8.557736,19.43466,30.92821,41.42453,47.65532,134.2518005,134.25183,38.70339999,38.703392,3.601226,3.946782,3.422075,3.296856
QSO,BROADLINE,19.90615,19.53478,19.043,18.89488,18.90552,1.371859,16.39101,17.46043,26.16789,30.06502,33.81498,134.6084638,134.60848,38.84144815,38.841457,1.307256,0.003956867,0.9762831,0.03433889
GALAXY,STARFORMING,18.70314,17.48969,17.03464,16.74637,16.56853,0.0596854,9.085918,20.58676,35.48348,47.4697,56.03961,135.0088015,135.00882,38.9911194,38.991115,6.70282,9.89198,6.520401,9.129518
GALAXY,STARBURST,22.41391,22.11066,21.95224,21.47306,21.25718,0.4115387,1.844973,1.739744,1.804955,2.331457,2.734355,128.8371835,128.83718,35.6497866,35.649787,0.9520369,1.187147,0.7376333,0.1113198
GALAXY,STARFORMING,18.92549,17.58862,16.94108,16.59474,16.37957,0.0871681,7.643968,17.90576,38.66481,56.34956,72.36744,134.535416,134.53542,39.16503564,39.165056,6.365105,15.35219,6.081385,5.585362
GALAXY,STARFORMING,20.01688,18.72522,18.09306,17.73532,17.5587,0.1214983,5.263282,13.11628,24.75743,35.56158,44.99903,134.734313,134.73432,39.28044165,39.280442,9.138908,5.646846,3.73187,3.69119
GALAXY,BROADLINE,17.88892,15.95585,15.07922,14.62756,14.29503,0.08633441,19.31839,71.5512,182.5277,287.0508,390.4803,133.9618883,133.96189,38.13056028,38.13056,12.85954,9.503704,8.097002,4.297935
GALAXY,AGN,18.25772,16.63915,15.72414,15.25339,14.91215,0.1222983,8.496569,25.9044,70.65649,113.5897,155.565,134.034974,134.03497,38.12976927,38.129779,11.24647,17.0757,9.107363,5.950191
GALAXY,STARFORMING,18.79559,17.46562,16.90883,16.5305,16.33247,0.05959679,13.30755,33.51585,63.0603,90.5462,110.7996,134.2112927,134.2113,38.28498856,38.285006,5.570992,6.621634,4.101202,3.566219
GALAXY,STARFORMING,19.00164,17.86616,17.42336,17.14106,17.00112,0.06004846,3.67526,8.90101,14.66798,19.37979,22.45968,134.2914977,134.29149,38.31647464,38.316487,8.169503,18.69302,8.453199,13.06701
QSO,BROADLINE,20.36568,20.355,20.13285,20.04667,20.08472,1.163901,8.385806,6.989944,7.990922,7.734954,6.867952,128.8661096,128.86611,35.36954196,35.369542,1.363163,0.001040989,1.156259,0.1571013
QSO,BROADLINE,21.55066,21.09189,21.08658,20.96386,20.83574,2.208191,5.162083,5.75141,5.052058,5.793443,6.820705,129.0729817,129.07299,35.56031545,35.560317,2.087285,0.4438145,1.170301,0.4691579
GALAXY,AGN,20.49891,18.65976,17.73939,17.28945,16.93491,0.09513348,5.557121,18.25516,45.42757,69.49537,93.26403,134.5243162,134.52431,38.9052858,38.905292,2.895003,1.659693,2.948593,1.183242
GALAXY,STARFORMING,18.75696,17.72473,17.30844,17.03507,16.88503,0.09190641,7.267879,15.02485,24.15754,32.67905,37.79499,134.6280262,134.62802,38.97889273,38.978896,14.38987,8.006207,6.927856,4.303605
GALAXY,STARBURST,18.34294,17.25527,16.83276,16.49332,16.37644,0.08349255,28.09883,56.40197,88.99609,125.137,140.1036,134.6487528,134.64877,39.03081077,39.030812,3.417387,2.647304,3.338897,2.647122
GALAXY,AGN,19.32496,17.73326,16.90034,16.47024,16.13824,0.09913378,7.841041,23.92495,58.56065,90.61667,122.4188,134.6598083,134.6598,39.16831497,39.16832,5.732171,12.32313,5.369456,4.708653
GALAXY,STARFORMING,21.21251,19.84149,19.18381,18.8618,18.76456,0.09847739,11.0647,20.04502,34.27819,46.70013,56.72301,134.7439339,134.74392,39.21160418,39.211649,1.357776,0.3127522,1.391139,0.6460918
GALAXY,STARFORMING,18.87101,17.56104,16.86257,16.44978,16.18288,0.1553725,14.42072,32.95636,69.08051,104.55,133.5743,134.8804031,134.88041,39.13186169,39.131874,4.447852,3.579973,4.116717,2.067518
QSO,BROADLINE,21.97478,22.21178,21.86355,21.64534,21.54855,1.469756,4.994757,2.986536,3.615696,4.355369,4.089717,128.7187295,128.71873,35.71414958,35.71415,1.178774,0.1976576,1.238575,0.7935665
GALAXY,STARFORMING,19.94319,18.46435,17.83769,17.43296,17.15209,0.08691165,5.531024,12.85907,24.83051,37.11132,43.86097,133.8710134,133.87098,38.20102788,38.201064,3.558842,4.226601,4.264346,5.955952
GALAXY,STARFORMING,19.73142,18.35917,17.47717,17.01996,16.7139,0.165456,5.643772,14.2454,37.2864,58.13159,77.57003,133.9871682,133.98716,38.19869411,38.198699,4.812531,7.940944,4.082178,3.296623
GALAXY,STARFORMING,19.59243,18.56276,18.05675,17.7139,17.51484,0.1352752,9.367427,17.67914,29.71498,41.25559,47.29069,134.0326474,134.03263,38.30933314,38.309346,3.195901,2.784915,3.269687,2.670562
GALAXY,STARFORMING,19.60349,18.05329,17.23778,16.78437,16.46855,0.0765966,6.949841,19.69713,43.80045,67.68568,86.90889,134.0697933,134.06979,38.29614709,38.296147,6.537885,4.86127,4.269343,3.305922
QSO,BROADLINE,19.39902,19.14602,18.9977,19.00821,18.89001,0.8692763,17.28171,19.85147,23.70424,23.60354,28.18314,134.1754572,134.17549,38.36826994,38.368273,1.367129,0.1303007,1.415232,0.3082958
GALAXY,STARFORMING,19.83754,18.44586,17.79138,17.39923,17.16657,0.1637905,4.831985,10.25262,22.17821,31.98808,40.30964,134.1959496,134.19599,38.39386964,38.393891,5.609767,10.14904,4.803276,4.910522
GALAXY,STARFORMING,19.91296,18.21805,17.36494,16.87576,16.54573,0.0590848,2.896781,9.153658,23.748,39.20785,55.49563,134.9916247,134.9916,38.87812728,38.878109,6.882349,13.25215,6.889782,10.77792
GALAXY,STARFORMING,18.8929,17.21524,16.42893,15.97401,15.66402,0.09409355,5.972384,17.94981,43.46447,69.1957,95.86934,135.0119578,135.01195,38.88687447,38.886877,7.014557,20.32238,7.702315,13.35283
QSO,BROADLINE,20.8619,20.57707,20.32084,20.34525,20.46959,1.034808,2.306844,2.717041,3.648971,3.345618,3.042772,128.8094322,128.80943,35.18034258,35.180343,8.220759,0.1636658,2.117269,0.9298626
GALAXY,STARFORMING,19.53489,17.63328,17.06818,16.69396,16.50075,0.07153372,9.085232,21.25133,40.49722,56.81496,66.73553,132.3613583,132.36137,5.169905816,5.1699061,4.321466,9.402025,4.818509,5.873713
QSO,STARBURST BROADLINE,20.19083,19.78017,19.18438,18.7627,18.71762,0.1766359,17.58587,18.90016,26.60481,36.69407,35.76878,131.9901528,131.99015,5.528256619,5.5282534,1.259684,3.48658E-05,1.506512,0.1319749
GALAXY,STARBURST,18.58277,17.62778,17.30178,17.07035,17.74539,0.0315683,6.416508,8.851483,13.24669,16.25113,16.72692,132.4344166,132.43442,4.957985036,4.9579935,27.91988,19.12028,4.867185,9.521142
GALAXY,STARFORMING,19.8245,18.3911,17.72433,17.38026,17.16545,0.06088262,4.588334,16.05525,32.56459,44.48415,53.22769,165.6908354,165.69084,5.367631148,5.3676184,4.335699,4.3904,4.157844,4.105589
GALAXY,STARBURST,19.53693,17.86973,17.23677,16.84098,16.7203,0.1403783,12.32703,18.63407,30.72725,44.47018,48.30124,166.321371,166.32123,5.408411989,5.4084798,4.843992,5.827184,5.536561,8.588004
QSO,BROADLINE,19.47881,19.33497,19.28666,19.06144,19.01116,1.689497,11.19499,14.72185,14.17133,17.87508,15.98727,166.3216257,166.32164,5.551567698,5.551556,1.937781,0.1105282,1.34595,0.01889651
QSO,AGN BROADLINE,19.29327,18.58069,17.74635,17.24615,16.99615,0.1761963,13.68057,19.62404,44.50464,72.21288,88.09676,166.349613,166.34963,5.45460661,5.4545925,2.157144,0.5253565,4.126873,1.070441
GALAXY,STARFORMING,19.49154,18.14035,17.31496,16.85826,16.59822,0.1891916,7.335522,16.35517,37.43275,55.91435,67.90049,166.3833347,166.38336,5.475019786,5.4750109,6.113156,6.211643,5.521881,2.484277
GALAXY,STARFORMING,19.76125,18.32867,17.60506,17.21712,16.97673,0.1277998,5.077114,10.02204,22.48676,32.71198,42.19801,166.4087923,166.40881,5.454478363,5.4544732,27.91998,19.91363,6.130202,9.381022
GALAXY,STARFORMING,17.86802,16.56061,15.82505,15.41616,15.13152,0.07581494,18.68316,40.7505,77.46372,113.0452,134.1709,166.5081284,166.50814,5.545252151,5.5452682,9.186388,5.523348,9.427631,8.435042
GALAXY,BROADLINE,18.50112,16.52104,15.55747,15.11294,14.76733,0.07503679,21.01571,81.47703,210.7822,321.5003,424.4705,166.5207686,166.52077,5.528353063,5.5283751,8.039696,3.66838,5.635482,2.637185
GALAXY,STARFORMING,20.28213,18.47519,17.40221,16.83756,16.38087,0.07578488,1.581729,7.349346,25.68685,48.41226,70.51455,166.4727003,166.47271,5.574240085,5.5742397,68.29808,29.66235,6.383815,6.19276
QSO,BROADLINE,19.18277,19.03848,18.70206,18.6023,18.62914,1.373791,34.51923,30.72853,39.60702,41.71506,40.09035,166.6992126,166.69922,5.587503565,5.5874895,1.386424,0.000173247,1.30042,0.1238802
QSO,BROADLINE,19.6799,19.53576,19.48199,19.22552,19.17793,1.677359,17.5687,17.9387,17.22793,20.4461,17.71479,166.8042085,166.80421,5.526408423,5.5263962,1.404612,0.000583916,1.226574,0.09597375
GALAXY,STARFORMING,19.28127,18.14148,17.67332,17.40487,17.35556,0.0227376,7.823299,7.664424,13.60977,17.93449,19.69855,166.9030024,166.90303,5.560441435,5.5604433,2.970582,29.67384,8.660396,9.638559
QSO,BROADLINE,24.4134,24.05045,21.13171,19.63,19.64337,4.914607,0.09413993,0.1533527,2.584759,10.51136,11.33943,240.5331801,240.5332,52.62164201,52.621714,4.584394,7.538493E-05,1.190923,0.000231819
QSO,BROADLINE,22.46291,21.98788,22.02475,22.02629,21.5144,2.38993,0.8966308,0.9945763,0.7643691,0.7350036,0.8161925,251.342978,251.34297,39.48335823,39.483361,3.248357,2.600634,3.423431,6.373493
QSO,BROADLINE,21.47939,21.07896,20.97633,21.05913,20.68417,2.167404,3.576542,3.302259,3.669995,3.84918,4.816187,251.7083823,251.70838,39.85794185,39.857944,2.273576,0.8207831,3.360603,1.083391
QSO,BROADLINE,21.52029,20.56167,20.46194,20.42712,19.96627,2.624234,8.213351,12.63019,14.6582,14.23228,15.76508,251.5821889,251.58218,39.70513511,39.705142,2.211081,0.2829233,3.433083,0.2557161
QSO,BROADLINE,22.64361,20.83954,20.71255,20.65837,20.45976,3.137615,2.086686,6.146777,8.454602,8.946589,9.425443,252.0659854,252.06598,39.37774005,39.37774,7.359551,1.94994,1.358738,3.372447E-06
QSO,BROADLINE,21.00669,19.41173,19.2224,18.94254,18.88385,2.988929,11.40019,25.34269,33.13515,41.38694,47.46913,252.0362995,252.03629,39.19821794,39.198216,1.934055,0.01385428,1.144912,0.000647061
QSO,BROADLINE,20.705,20.18616,20.06687,20.06707,19.89494,2.141868,5.36277,6.109982,6.237569,5.315969,5.128582,251.8958389,251.89584,40.1754525,40.17545,4.564185,0.006357622,5.70306,0.9330786
QSO,BROADLINE,23.18121,20.93586,20.79249,20.92426,20.53784,3.009654,1.881134,3.886552,4.765193,3.621808,3.713039,252.0242855,252.02428,39.99023868,39.990239,7.359076,29.31812,2.629338,2.785701
QSO,BROADLINE,21.2294,19.55504,19.31089,19.20301,19.1481,2.879979,5.31649,11.07148,13.35492,13.884,14.35289,252.0890787,252.08908,39.93579965,39.935803,1.275784,0.00067225,1.732859,0.1666034
GALAXY,STARFORMING,21.45538,20.09693,18.55788,17.94184,17.46714,0.311425,1.03064,3.903217,16.21502,27.20542,39.38422,252.0689624,252.06896,39.9071193,39.907123,27.92292,29.66672,9.413436,1.306608
QSO,BROADLINE,21.95152,21.18455,21.12189,21.08709,20.83912,2.362472,1.288818,3.160417,3.200362,3.238368,3.510625,240.232075,240.2321,51.57173095,51.571815,1.377509,0.002066357,0.9408802,0.003303119
QSO,BROADLINE,22.19325,20.98727,20.32757,20.08869,19.66638,1.136916,2.469447,4.034097,7.061328,8.31402,8.965975,240.6180767,240.61816,51.39859956,51.398683,1.294099,0.03401247,0.9601215,0.00336219
QSO,BROADLINE,21.50798,20.3403,20.12232,20.10608,19.80806,2.622196,3.354695,6.718267,8.374198,8.59568,9.944353,240.5346703,240.53473,52.08267236,52.082745,1.478585,5.801529E-05,4.031461,0.393948
QSO,BROADLINE,21.50954,21.09661,20.8476,20.71751,20.54719,1.362429,3.623151,3.370287,4.23616,4.77011,5.2693,255.8396773,255.83968,31.31843326,31.318433,2.536494,0.962087,3.057574,1.215805
GALAXY,STARFORMING,22.22226,21.41383,21.78346,21.89146,21.29008,0.03409301,6.604851,10.65321,14.06532,17.43576,21.24143,256.0718945,256.07189,31.06306014,31.06306,1.349111,0.01058902,1.258153,0.1904851
QSO,BROADLINE,21.35837,20.97758,20.74154,20.6052,20.28249,2.101557,3.686879,1.747216,1.820763,2.426738,3.616062,255.9596877,255.95969,31.08015003,31.08015,3.04588,0.1245276,3.519121,0.1521409
QSO,BROADLINE,21.72019,21.52002,21.09959,20.96175,20.72603,1.234316,4.744249,2.916866,3.39338,3.754654,4.481706,255.9977126,255.99771,30.98731305,30.987313,2.110497,0.3663127,3.476727,0.2350242
QSO,BROADLINE,20.16962,19.93623,19.94413,19.8471,19.86327,1.565783,5.345831,5.838767,5.860798,7.264225,6.535485,255.981802,255.9818,31.92611756,31.926118,1.376721,0.001415796,1.378183,0.1563671
QSO,BROADLINE,21.4712,21.38948,21.75038,21.22534,21.78752,1.700719,3.52577,2.502362,2.079835,2.645853,2.277961,256.1389982,256.139,31.81055633,31.810556,1.865608,0.2289587,1.151782,1.368223
QSO,BROADLINE,22.19225,21.82275,21.28946,20.55993,20.1103,0.6982726,0.8794605,1.637975,2.738843,5.607951,8.172708,256.139869,256.13987,31.53355638,31.533556,1.836945,0.1894628,3.875593,0.3193073
QSO,BROADLINE,22.33142,21.66479,21.60696,21.53637,20.92695,2.454518,1.065855,0.9744145,0.7836512,0.7700768,0.9668121,256.3865942,256.38659,31.50119925,31.501201,1.091363,0.000163031,1.202706,0.05731817
QSO,STARBURST BROADLINE,23.07987,21.9353,20.81858,20.3681,19.76816,0.3732967,1.969553,1.558603,4.229622,6.944165,10.99374,256.3891921,256.38919,31.3696121,31.369616,1.027257,0.002165828,1.367951,0.4017116
GALAXY,STARBURST,21.73351,21.20266,20.53086,20.5531,20.05153,0.2817178,1.4147,2.876749,5.422385,5.931776,9.016786,256.0342641,256.03426,32.40755332,32.407553,3.290289,0.6998252,1.384514,0.1520309
QSO,BROADLINE,20.65569,20.53047,20.38942,20.34656,20.54639,1.175591,3.55224,3.088588,4.262443,4.597707,5.993541,256.1816531,256.18165,32.364767,32.364767,1.576196,0.2929014,0.9473833,0.2360581
QSO,BROADLINE,21.35798,20.89184,20.53841,20.57676,20.51704,2.485826,5.640769,4.862113,5.818334,5.575829,6.990029,256.2267676,256.22677,32.16426784,32.164268,3.14088,0.06714129,1.696107,0.5153319
GALAXY,STARFORMING,22.4175,21.48376,22.56726,22.73187,21.1067,0.2517173,2.622536,2.686145,4.954576,6.708191,8.459582,256.4290193,256.42902,31.90381324,31.903813,1.723018,0.3957636,0.8540257,0.000213169
GALAXY,STARBURST,21.24374,21.0039,20.50263,20.38127,20.20932,0.4780631,3.187169,3.299809,4.945664,6.13878,6.839254,256.3885639,256.38856,31.92200774,31.922008,1.711694,0.2149769,1.482315,0.2939402
QSO,BROADLINE,21.07739,20.8518,20.82211,20.67827,20.35781,2.180207,4.697342,4.16777,3.908609,4.468253,4.438085,256.4482773,256.44828,31.88284009,31.88284,1.5192,0.2940836,2.039666,0.125757
GALAXY,AGN,19.19662,17.65507,16.81086,16.39829,16.10019,0.130513,7.326706,17.76896,44.07123,66.50105,81.88146,176.9376804,176.93771,51.58851242,51.588507,6.2291,9.778121,5.898007,4.377306
GALAXY,STARFORMING,19.04846,17.52477,16.84085,16.43639,16.19761,0.06048708,12.22459,29.40101,58.2614,88.67283,102.2718,178.5590841,178.55909,51.57608692,51.576092,4.246963,3.072743,4.546793,3.320757
GALAXY,STARFORMING,19.65965,17.88002,16.96892,16.51297,16.09111,0.03112111,6.498337,16.80577,41.40743,67.60346,92.10426,178.8964322,178.89643,51.57753691,51.577525,2.970392,14.1271,6.224438,8.904998
GALAXY,STARFORMING,19.42262,17.97312,17.5259,17.2692,17.06783,0.05288076,5.943831,14.04156,23.50325,31.92295,35.61901,178.927263,178.92726,51.64688981,51.64687,6.49947,9.893841,6.225749,10.84199
GALAXY,STARFORMING,18.5196,17.08044,16.45927,16.09639,15.85505,0.07123896,14.16957,35.78116,70.76876,101.147,122.6879,179.2639381,179.26394,51.69725104,51.697239,8.423031,8.208813,5.902396,3.563264
QSO,BROADLINE,19.24192,19.17602,19.08035,19.1068,19.17741,1.376362,18.7909,18.17398,21.17439,20.75003,15.8335,175.9973649,175.99738,51.8398607,51.839858,1.337853,0.06931089,1.32818,0.06306475
GALAXY,STARFORMING,19.18466,17.82556,17.09892,16.70153,16.46446,0.1456605,11.4735,17.04789,36.61842,57.26963,68.08186,175.9970324,175.99704,51.93006526,51.930062,5.937617,12.32203,4.86711,4.976938
GALAXY,STARFORMING,20.34512,18.62102,17.65786,17.19988,16.80022,0.1454736,4.454298,14.05598,34.58094,54.6905,69.50727,176.1458816,176.14588,51.94421461,51.944198,27.92694,6.375891,3.659166,2.452185
GALAXY,STARBURST,19.76934,18.55421,17.98261,17.6595,17.49953,0.1234811,7.39949,16.06141,27.44586,40.42172,44.75315,178.1028285,178.10283,52.04248361,52.042509,3.147536,3.297695,3.519286,4.106969
GALAXY,STARFORMING,19.22073,18.00249,17.49926,17.18911,17.03734,0.08229649,5.404022,12.51391,21.66079,31.61035,33.93161,178.7167824,178.71677,52.10764113,52.10764,6.458169,17.99755,5.593347,8.807261
GALAXY,STARFORMING,18.90719,16.96968,16.01949,15.53362,15.22825,0.0837413,16.98595,52.68707,126.5252,191.9841,253.715,178.9663739,178.96636,52.08828885,52.088273,3.79826,1.637801,6.394429,2.767711
GALAXY,AGN BROADLINE,18.11404,16.27911,15.38543,14.95983,14.64445,0.0837186,18.85169,69.52375,166.7004,245.2841,317.5009,179.0226335,179.0226,52.07826124,52.078242,12.00594,10.28659,7.69471,4.483446
GALAXY,STARFORMING,18.43269,17.17908,16.68316,16.39872,16.20347,0.06877106,7.259959,12.73864,23.57942,33.01088,37.47211,179.6609664,179.66095,52.06121398,52.061229,12.86877,23.11413,11.67681,14.27423
QSO,BROADLINE,15.75569,15.78273,15.72198,15.42763,15.7313,0.1773402,453.2213,457.018,494.1729,670.123,513.5565,180.9487355,180.94876,52.13049407,52.130497,1.454831,0.05242468,1.254822,0.1295129
GALAXY,STARBURST,19.63742,18.96499,18.58562,18.35918,18.32115,0.2392462,11.08517,18.51767,29.73816,37.93657,42.9159,180.8700543,180.87007,52.57762048,52.57764,1.844927,0.4297605,1.750118,0.7555085
GALAXY,STARBURST,14.6819,14.04892,13.76327,24.49297,13.55398,0.000694061,40.40343,50.37894,46.66393,28.64713,30.47205,181.0216089,181.02169,52.59633605,52.596365,66.2119,29.68593,52.83451,1.06364
GALAXY,STARFORMING,18.23977,16.54936,15.71553,15.23896,14.89007,0.06263256,14.77397,46.10001,110.8742,175.7225,235.3693,180.9540676,180.95408,52.44913571,52.449147,18.26167,17.62846,7.164524,7.942665
GALAXY,AGN,17.77834,15.80899,14.89099,14.44801,14.1305,0.08257553,19.18382,65.40198,161.9868,245.759,318.8218,181.132546,181.13255,52.46360782,52.463616,106.7722,17.05258,9.905654,7.434698
GALAXY,STARFORMING,18.07873,17.05576,16.6312,16.32703,16.20183,0.06251083,18.30047,32.0018,50.05896,67.31299,76.88187,181.2219372,181.22195,52.45295925,52.452971,6.660413,8.065719,6.378342,7.374242
GALAXY,STARFORMING,19.33073,18.08329,17.62558,17.35872,17.24176,0.05170395,7.816179,15.70814,24.68691,32.50686,36.61141,181.2518779,181.25178,52.65251836,52.652517,4.697642,9.126785,4.28155,7.156404
GALAXY,STARFORMING,19.47404,17.99673,17.20329,16.7745,16.49167,0.08300557,4.530615,13.5612,31.97224,49.12229,64.33384,182.0274715,182.02744,52.64406323,52.644082,43.76477,20.15684,5.563217,9.892059
GALAXY,STARFORMING,18.27545,17.05504,16.1432,15.66812,15.40673,0.08155204,12.10163,28.08783,61.61276,105.5646,134.37,181.158208,181.15823,52.9547706,52.954774,8.338682,10.75823,8.244776,7.718229
GALAXY,AGN,19.69561,18.09463,17.32086,16.91175,16.67181,0.1702452,8.884658,20.56218,46.19695,69.82496,85.68107,182.2520319,182.25202,52.99850158,52.998498,3.57727,4.430316,4.53671,4.609319
GALAXY,BROADLINE,18.9866,17.08263,16.18676,15.77346,15.47918,0.08247685,15.29081,58.90915,150.6838,226.6025,296.0345,182.4979464,182.49795,53.03541307,53.035411,6.304649,3.100971,3.24477,1.854986
GALAXY,AGN,18.19282,16.51059,15.64819,15.20088,14.89533,0.08069717,7.857852,27.87155,71.00024,114.7436,152.1056,182.6774505,182.67746,53.03727051,53.037275,14.54532,26.38137,7.632027,6.474331
GALAXY,AGN,19.94719,18.2212,17.38757,17.0163,16.74536,0.107772,9.399124,34.32499,77.90193,111.3036,139.2391,182.6778804,182.67789,52.99163437,52.991638,4.461183,1.198074,2.310037,0.7977497
GALAXY,AGN,19.64179,18.21917,17.34863,16.90419,16.59809,0.1423529,8.686172,21.76776,51.71729,79.81979,100.4148,181.4312644,181.4313,53.42044029,53.420435,8.787451,4.704076,2.93837,1.576998
GALAXY,STARFORMING,19.94538,18.39005,17.56713,17.09937,16.78386,0.070857,4.570183,16.74982,37.37514,57.91609,71.10551,181.5271949,181.52721,53.42373666,53.423737,27.92503,9.985694,4.409441,5.234986
