u,g,r,i,z,class,subclass
18.46972,18.11174,18.31042,18.53094,18.80655,STAR,WD
19.4621,19.59475,19.93886,20.24501,20.42465,STAR,WD
23.44561,20.33942,19.10665,18.64499,18.38855,STAR,K5
17.89517,18.07913,18.45178,18.71901,18.95483,STAR,B9
17.62236,17.50483,17.74619,17.97159,18.30405,STAR,WD
20.61864,20.13811,19.58485,18.57122,17.88628,STAR,M3
19.99953,19.94967,20.20113,20.58824,20.5363,STAR,WD
18.5083,18.21017,18.49861,18.72915,19.00447,STAR,WD
19.99399,20.21325,20.6928,21.02886,21.88032,STAR,WD
16.93522,17.01472,17.2999,17.58729,17.85556,STAR,OB
18.98255,19.00899,19.3785,19.63059,19.89078,STAR,OB
16.19687,16.34593,16.84639,17.18174,17.45488,STAR,A0
18.85883,18.38624,18.39803,18.44952,18.51105,STAR,WD
14.54013,14.76678,15.24412,15.56628,15.87734,STAR,B9
19.52504,19.23868,19.57106,19.75112,20.12389,STAR,WD
20.4559,20.43899,20.71713,21.07318,22.06745,STAR,WD
20.06726,19.62883,19.83453,20.00711,20.17163,STAR,WD
18.59787,18.66556,18.99626,19.3272,19.65347,STAR,WD
19.53485,19.67865,20.0703,20.3535,20.89308,STAR,B9
19.27432,19.26757,19.59139,19.88229,20.27651,STAR,WD
20.70265,20.47952,20.74643,20.95473,21.24247,STAR,WD
19.27153,19.3444,19.77925,20.10911,20.40676,STAR,WD
20.14656,20.1288,20.41315,20.7356,20.91102,STAR,WD
17.34244,17.41071,17.72005,17.94774,18.20655,STAR,OB
20.35684,19.87368,19.99746,20.29873,20.41794,STAR,WD
20.75602,20.24847,20.41536,20.6104,20.8984,STAR,WD
19.99384,19.86442,20.11532,20.34045,20.67845,STAR,WD
19.61235,19.8659,20.11982,19.82409,19.36968,STAR,M4
20.4171,20.00778,20.23712,20.48419,20.81734,STAR,WD
19.96652,19.72795,20.02699,20.2905,20.2727,STAR,WD
19.90933,19.77273,20.09482,20.36473,20.54067,STAR,WD
17.28538,16.71983,17.05754,17.28561,17.47275,STAR,A0
19.85636,19.99133,20.36932,20.66256,21.63129,STAR,WD
19.3317,19.0613,19.30452,19.56473,19.97963,STAR,WD
19.5437,19.23248,19.48002,19.72032,20.10848,STAR,WD
20.09903,19.80357,20.16452,20.36086,20.603,STAR,WD
18.73458,18.72041,19.07979,19.40192,19.59722,STAR,WD
19.03802,18.61482,18.7548,18.93037,19.1836,STAR,WD
17.95916,15.74361,14.93972,14.69388,14.55871,STAR,K3
19.4328,19.4419,19.76635,19.98074,20.15018,STAR,WD
18.56296,18.74327,19.14003,19.41699,19.87591,STAR,WD
19.18572,19.32529,19.57028,19.93591,19.86936,STAR,OB
19.39233,19.41301,19.806,19.96138,20.21862,STAR,OB
17.36215,17.18044,17.45664,17.73673,18.0258,STAR,WD
19.79189,19.47171,19.67931,19.99689,20.40121,STAR,WD
19.01078,18.65805,18.84802,19.0519,19.32604,STAR,WD
19.51392,19.10245,19.29608,19.43544,19.67108,STAR,WD
16.42675,16.77234,17.28529,17.66864,17.97231,STAR,B9
19.96567,20.05378,20.46289,20.70572,21.08157,STAR,WD
20.09849,20.22955,20.66037,20.89897,20.75937,STAR,OB
20.60074,20.27783,20.74606,21.14219,21.81205,STAR,WD
20.22926,20.24163,20.64083,20.99211,21.40672,STAR,WD
19.18128,19.15726,19.44787,19.58926,19.67399,STAR,OB
19.16916,19.49857,19.95432,20.3141,20.34372,STAR,A0
18.34509,17.25287,16.86719,16.71298,16.67016,STAR,F5
20.62763,20.41883,20.56279,20.85956,21.20941,STAR,WD
18.45525,17.89469,18.19612,18.42538,18.64442,STAR,A0p
19.38014,19.33325,19.71608,19.96443,20.21599,STAR,WD
19.63077,19.348,19.65232,19.93233,20.1623,STAR,WD
19.16411,19.2497,19.57034,19.87509,19.86956,STAR,OB
20.21702,20.30974,20.69272,21.00539,21.15073,STAR,WD
19.98184,20.02111,20.39312,20.80882,20.89561,STAR,WD
19.6992,19.44188,19.76416,19.98586,20.33795,STAR,WD
20.18616,20.24305,20.6076,20.81909,20.6057,STAR,OB
19.11052,18.81678,19.16841,19.41657,19.61835,STAR,A0p
19.56446,19.27342,19.6005,19.87384,20.36609,STAR,WD
18.13593,17.81849,18.02552,18.23046,18.5705,STAR,WD
19.5043,19.11332,19.27916,19.42921,19.68237,STAR,WD
19.85,20.09827,20.63141,20.99721,21.42171,STAR,WD
17.55106,18.02302,18.58221,18.97414,19.35437,STAR,L9
19.2572,19.28923,19.678,19.98713,20.29293,STAR,WD
20.34233,19.34006,19.03094,18.90615,18.85562,STAR,F5
21.1191,19.65624,18.97797,18.73279,18.67184,STAR,L5.5
19.39767,19.50654,19.92708,20.23219,20.52782,STAR,WD
19.66335,19.2078,19.45009,19.62973,19.8206,STAR,WD
20.16591,20.1102,20.39441,20.66793,21.08144,STAR,WD
18.25571,17.557,17.26203,17.18759,17.1871,STAR,CV
18.5659,18.00824,17.78807,17.74068,17.77006,STAR,CV
19.77923,18.86058,18.5868,18.55008,18.59023,STAR,F5
20.33204,20.1426,20.58362,20.75805,21.46193,STAR,WD
19.30162,18.24384,18.18548,18.0979,18.1279,STAR,A0
19.23409,18.0886,17.69421,17.53306,17.49951,STAR,G2
19.37341,18.89471,18.72425,18.71528,18.76766,STAR,CV
18.79585,18.72868,19.06438,19.39502,19.69959,STAR,WD
19.94502,19.5421,19.47906,19.48576,19.64851,STAR,CV
19.04011,18.45017,18.30877,18.23871,18.24301,STAR,CV
19.89787,19.0017,18.68279,18.58003,18.37801,STAR,F5
20.02398,20.14966,20.52662,20.77819,21.22034,STAR,WD
20.4262,20.32592,20.61878,20.80077,20.86686,STAR,WD
21.5391,19.17891,17.90166,17.42072,17.10715,STAR,K5
18.38617,18.51302,18.67974,18.72795,18.68736,STAR,A0
19.27652,18.84204,19.10249,19.26097,19.52182,STAR,WD
22.52575,20.43975,20.15668,19.99897,22.51668,STAR,WD
20.05254,19.86187,20.18242,20.72909,20.75596,STAR,WD
18.80557,18.88766,19.27839,19.55188,19.95239,STAR,WD
15.70471,15.91524,16.33361,16.63601,16.8761,STAR,B9
16.23908,16.16969,16.5804,16.86569,17.10103,STAR,B6
18.31293,18.43365,18.80203,19.07705,19.37012,STAR,OB
18.53129,18.45217,18.74099,19.07597,19.26517,STAR,WD
19.35389,19.33383,19.57901,19.77986,20.11892,STAR,OB
17.87451,17.33078,17.67233,17.93534,18.13155,STAR,A0p
19.21628,19.32668,19.62907,19.86861,19.94646,STAR,OB
19.39397,19.03895,19.27304,19.46797,19.85295,STAR,WD
19.63133,19.22629,19.33284,19.47431,19.621,STAR,WD
18.83687,18.47474,18.70084,19.00619,19.28371,STAR,WD
18.72621,18.79305,19.08167,19.37601,19.56621,STAR,OB
19.49165,19.65829,21.75352,24.3618,21.47127,STAR,WD
19.16747,19.25357,19.68758,19.94904,20.22735,STAR,WD
19.29741,19.27671,19.63267,20.02555,20.15298,STAR,WD
19.37258,19.28957,19.65491,19.98363,20.16975,STAR,WD
19.72013,19.42297,19.6373,19.89217,20.10676,STAR,WD
19.85088,19.36788,19.66342,19.95076,20.30409,STAR,WD
19.65232,19.77523,20.11163,24.36212,22.8273,STAR,M3
20.19423,19.98167,20.29397,20.58538,21.21762,STAR,WD
19.00598,19.35526,19.82299,20.24737,20.48018,STAR,B9
20.83418,20.41247,20.69002,20.97822,21.44226,STAR,WD
19.08349,18.67533,18.93672,19.11137,19.341,STAR,A0
19.45999,19.17381,19.37471,19.61245,19.89719,STAR,WD
15.26014,15.65415,16.18446,16.5307,16.87351,STAR,WD
18.71449,19.08744,19.49511,19.70717,19.8818,STAR,B9
19.69905,19.28391,19.4381,19.63268,19.91541,STAR,WD
18.76136,19.05088,19.48293,19.80409,20.02274,STAR,WD
18.87564,19.07305,19.41012,19.79303,20.0136,STAR,A0p
19.80065,19.75564,20.08939,20.41045,20.39502,STAR,WD
19.75888,19.54857,19.73261,19.45575,19.0357,STAR,WD
14.94982,15.41112,16.02961,16.42388,16.77986,STAR,O
19.40517,19.15124,19.38693,19.62018,19.97109,STAR,WD
20.80547,20.38728,20.60913,20.88021,20.85139,STAR,WD
19.33484,18.93155,19.17346,19.39561,19.64113,STAR,WD
19.0485,18.56746,18.72762,18.93418,19.18382,STAR,WD
16.83254,16.5111,16.85376,17.10019,17.34182,STAR,A0p
18.45773,18.09169,18.30286,18.51581,18.81982,STAR,WD
19.90904,19.42556,19.30873,19.26779,19.33821,STAR,CV
19.4374,19.01223,18.97347,18.95705,19.19595,STAR,CV
19.45972,18.78894,19.04875,19.27366,19.41743,STAR,A0p
17.39871,17.11305,17.41665,17.6749,17.94038,STAR,WD
16.66144,16.30505,16.61839,16.87187,17.13963,STAR,WD
20.24091,19.36341,18.96113,18.75554,18.40214,STAR,L2
14.99721,15.10748,15.4361,15.66584,15.85809,STAR,B6
19.67933,18.6674,18.4668,18.38309,18.39561,STAR,A0
19.57967,19.71507,20.18586,20.51977,20.7714,STAR,WD
19.72751,19.4172,19.7534,20.02809,20.3128,STAR,WD
15.97606,15.75489,16.142,16.43387,16.65956,STAR,A0
19.32602,19.45016,19.87804,20.22174,20.53662,STAR,OB
18.0527,17.42485,17.71866,17.96373,18.21672,STAR,A0p
15.86035,15.92242,16.1567,16.30935,16.52498,STAR,OB
18.80589,18.49587,18.78649,19.07629,19.24605,STAR,WD
18.62804,18.27829,18.53917,18.7814,18.9882,STAR,WD
20.00349,19.80115,20.06541,20.24694,20.40407,STAR,WD
19.39879,19.40962,19.67735,19.90659,20.3048,STAR,OB
18.14047,18.19654,18.5074,18.78262,18.96362,STAR,OB
18.38843,18.64239,19.14104,19.46945,19.87356,STAR,WD
19.23004,19.02976,19.3425,19.59908,19.98634,STAR,WD
19.57346,19.45849,19.84802,20.12533,20.46122,STAR,WD
22.51528,20.07597,18.87189,18.55132,18.34461,STAR,Carbon
19.87358,19.57494,19.8481,20.07703,20.16468,STAR,WD
19.54066,19.43838,19.77019,20.09426,20.29061,STAR,WD
19.52724,19.69143,19.99062,20.27857,20.48277,STAR,OB
18.89269,19.2921,19.82905,24.36328,22.82589,STAR,T2
19.15346,19.13583,19.34768,19.55832,19.77822,STAR,F5
19.47727,19.05251,19.27351,19.49799,19.6601,STAR,WD
18.81336,18.8793,19.20592,19.47616,19.66436,STAR,OB
18.78879,18.3744,18.604,18.8163,19.04012,STAR,WD
20.78128,20.4154,20.60097,20.70724,20.99463,STAR,WD
19.12323,18.77165,18.95991,19.21459,19.23328,STAR,WD
18.34593,17.90811,18.08875,18.2492,18.41247,STAR,WD
18.56084,18.88579,19.32471,19.65984,19.75031,STAR,B9
20.24778,20.07424,20.33942,20.76436,21.17122,STAR,WD
19.7403,19.29208,19.60785,19.80071,19.98654,STAR,WD
18.87219,19.20773,19.64697,19.7261,19.52485,STAR,M4
22.60296,20.15193,19.17495,18.82557,18.60908,STAR,K3
19.20124,18.83945,19.10269,19.34217,19.57574,STAR,WD
15.04914,15.09711,15.51908,15.81448,16.10172,STAR,B6
19.55292,19.49769,19.86015,20.15333,20.27128,STAR,WD
19.36532,19.30044,19.57948,19.78125,19.97774,STAR,WD
16.60066,16.67083,16.82914,16.93623,17.01,STAR,B9
19.59869,19.6513,19.96582,20.2774,20.54798,STAR,WD
19.43082,19.05395,19.2269,19.36797,19.65107,STAR,WD
20.35118,19.90726,20.12034,20.35155,20.47725,STAR,WD
19.42451,19.13262,19.39816,19.68782,20.01161,STAR,WD
19.68532,19.38107,19.58606,19.82447,19.99246,STAR,WD
19.59078,19.2811,19.52769,19.72321,20.12728,STAR,WD
18.53956,18.18243,18.43136,18.66573,18.92354,STAR,WD
18.31957,18.35226,18.70386,18.99693,19.30593,STAR,WD
19.6195,19.13685,19.40878,19.38498,19.86585,STAR,WD
19.38946,19.06908,19.37811,19.65274,19.9427,STAR,WD
19.84994,19.45173,19.60542,19.85825,20.3311,STAR,WD
19.99586,19.97476,20.17596,20.35386,20.66261,STAR,OB
16.36269,16.54388,16.94466,17.21896,17.50917,STAR,B9
17.64456,17.1876,17.34026,17.52984,17.74894,STAR,WD
19.5314,19.41021,19.79463,20.10357,20.41061,STAR,WD
19.29033,19.36619,19.54081,19.76227,19.92212,STAR,M4
18.78257,18.8562,19.15294,19.43832,19.72599,STAR,OB
19.75108,19.32491,19.53551,19.7725,20.08684,STAR,WD
19.20403,19.35426,19.75303,20.15239,20.35456,STAR,WD
19.60804,19.18923,19.34955,19.5074,19.57584,STAR,WD
18.27833,18.36447,18.71946,18.97174,19.22389,STAR,OB
19.70522,19.5065,19.79306,20.09695,20.35382,STAR,WD
19.16111,18.737,18.90824,19.05873,19.279,STAR,WD
20.36327,20.27164,20.59334,20.68341,20.26521,STAR,WD
19.37278,19.68833,20.22074,20.58729,20.80571,STAR,B9
19.92696,19.72029,20.05151,20.11127,20.07841,STAR,WD
16.86632,16.34068,16.59179,16.81585,17.06173,STAR,WD
19.99974,19.78117,20.117,20.33396,20.49418,STAR,WD
20.37446,20.17997,20.44808,20.74593,20.7387,STAR,WD
19.71431,19.2226,19.37469,19.60285,19.81242,STAR,WD
19.26048,18.90159,19.17562,19.39956,19.65839,STAR,WD
17.89397,17.4994,17.69017,17.86484,18.05701,STAR,WD
17.11015,17.07584,17.50425,17.78799,18.05134,STAR,B9
20.67363,20.32037,20.54483,20.72805,21.33505,STAR,WD
20.34632,20.46,20.68222,21.05756,21.55314,STAR,WD
19.62548,19.6402,19.76924,19.88468,20.32658,STAR,OB
19.49573,19.68804,20.03112,20.28487,20.54626,STAR,WD
20.13988,19.78754,19.90137,20.19095,20.24137,STAR,WD
20.33458,20.06112,20.28452,20.45551,20.97177,STAR,WD
18.90365,16.51789,15.53911,15.18828,15.00297,STAR,K5
20.92502,20.51741,20.76438,20.88092,20.79248,STAR,WD
20.11452,19.88389,19.98895,20.1898,20.36258,STAR,WD
16.34601,16.30914,16.56034,16.74671,16.97091,STAR,A0
17.87113,17.98678,18.24986,18.46624,18.72175,STAR,WD
18.31164,18.15135,18.44364,18.68853,18.93002,STAR,WD
21.50916,20.91349,20.97605,21.09227,21.58379,STAR,WD
21.2754,20.92407,20.9916,21.21734,21.56171,STAR,WD
19.17865,19.24675,19.5662,19.79722,20.39868,STAR,WD
20.1762,19.84092,19.98023,20.08707,20.30216,STAR,WD
20.39013,20.51573,20.73597,21.09583,22.15789,STAR,OB
23.04457,20.69527,19.57152,19.09527,18.81838,STAR,K5
19.37855,19.42129,19.71278,19.94348,20.27869,STAR,OB
19.77807,18.83175,18.58943,18.50835,18.5136,STAR,A0
19.58327,19.2823,19.59435,19.84713,20.32936,STAR,WD
20.05691,19.53451,19.38063,19.3117,19.29971,STAR,CV
19.98157,19.96568,20.38174,20.64748,20.78322,STAR,WD
19.54241,19.41063,19.76332,20.106,20.34871,STAR,WD
16.54053,16.62947,16.92127,17.09061,17.246,STAR,A0p
19.5445,19.09536,19.29495,19.54218,19.87995,STAR,WD
17.56427,17.65422,18.02958,18.33493,18.64574,STAR,WD
19.58553,19.25053,19.53891,19.75259,19.927,STAR,WD
17.72301,18.19727,18.76206,19.12413,19.53652,STAR,O
17.29441,17.45071,17.95085,18.27145,18.58491,STAR,A0p
17.0883,16.73802,17.07589,17.30396,17.48733,STAR,A0p
17.86229,17.70485,18.03909,18.31371,18.53869,STAR,WD
20.38624,20.46658,20.71826,20.8429,21.02331,STAR,OB
14.89553,14.84791,15.22694,15.53336,15.77597,STAR,B6
20.44423,20.60373,20.86173,21.28113,21.71951,STAR,WD
20.79334,20.35989,20.78451,20.94024,21.11625,STAR,WD
16.88844,17.49173,17.44593,17.68717,18.02098,STAR,A0
21.15942,20.73875,21.02808,21.12099,21.31958,STAR,WD
20.16102,19.73101,19.93163,20.17451,20.39467,STAR,WD
18.44009,18.19642,18.47435,18.76603,19.06221,STAR,WD
17.35233,17.27127,17.60398,17.91291,18.19345,STAR,WD
18.70472,18.15991,18.40434,18.60919,18.77015,STAR,WD
18.90938,18.47538,18.41362,18.45231,18.50773,STAR,CV
19.64098,19.11554,18.9432,18.85985,18.86312,STAR,CV
19.29949,19.81578,20.4143,20.72419,20.89718,STAR,CarbonWD
18.78225,17.10191,16.39697,16.16667,16.04543,STAR,K1
18.84876,18.80603,19.17372,19.49345,19.72084,STAR,WD
17.76533,17.91784,18.2479,18.48781,18.73411,STAR,OB
19.51789,19.10947,18.98625,19.0315,19.12934,STAR,CV
19.04961,18.65642,18.82783,18.99413,19.13784,STAR,WD
21.2886,19.4044,18.44416,18.13365,18.01622,STAR,T2
16.80808,16.41934,16.60463,16.84199,17.03578,STAR,WD
18.7129,19.16116,19.66077,20.06063,20.44315,STAR,WD
19.51846,19.37062,19.73819,19.98587,20.15391,STAR,WD
18.32428,18.45965,18.74249,19.01188,19.22664,STAR,OB
18.29801,18.00805,18.20325,18.3828,18.65303,STAR,WD
18.54867,18.56966,18.79321,19.02017,19.26735,STAR,OB
19.99886,19.6817,19.97099,20.20864,20.63878,STAR,WD
20.06725,20.08468,20.27699,20.37701,21.0648,STAR,OB
19.587,19.57651,19.92087,19.98663,19.73762,STAR,WD
16.22053,15.87096,16.12137,16.37024,16.62915,STAR,WD
21.05541,19.43994,18.78042,18.52247,18.46504,STAR,Carbon_lines
20.10096,20.25206,20.47932,20.77992,21.31407,STAR,OB
19.98011,19.88865,20.10052,20.26787,20.28759,STAR,T2
18.81466,19.21588,19.55859,19.68297,19.86097,STAR,B9
16.04206,16.43058,16.9836,17.36063,17.69003,STAR,O
20.15204,19.85671,20.17424,20.41177,20.21067,STAR,WD
16.68926,16.61712,16.84851,17.07917,17.32162,STAR,WD
17.10548,17.29539,17.644,17.97899,18.21334,STAR,B9
16.77667,16.79961,17.09604,17.39321,17.64067,STAR,WD
16.64905,16.88702,17.17925,17.43543,17.67739,STAR,O
18.40647,18.57458,19.03535,19.35527,19.46898,STAR,WD
18.96066,18.60616,18.82181,19.07178,19.28019,STAR,WD
20.5555,20.24874,20.48738,20.66864,21.13161,STAR,WDmagnetic
18.17853,18.4256,18.90643,19.27492,19.54907,STAR,WD
19.57535,19.55864,19.99592,20.2206,21.28307,STAR,WD
19.66668,19.97454,20.4626,20.84501,21.39448,STAR,OB
15.88973,15.42167,15.63913,15.84265,16.1026,STAR,WD
20.55391,20.13014,20.36803,20.68388,20.76513,STAR,WD
20.21894,19.70565,19.96519,20.20863,20.65914,STAR,WD
16.31545,14.94053,14.4471,14.27351,14.2286,STAR,F9
17.63676,17.98351,18.41884,18.71551,18.94679,STAR,OB
17.36715,17.59211,17.8372,17.95381,18.01324,STAR,OB
16.09998,16.32099,16.73447,16.99762,17.20097,STAR,B6
17.45492,16.27173,15.82137,15.64044,15.56459,STAR,G2
16.96154,16.6302,16.87462,17.10627,17.38175,STAR,WD
19.73464,19.28019,19.52308,19.74424,20.07163,STAR,WD
19.64361,19.54348,19.8258,20.14805,20.33399,STAR,WD
20.28574,20.14218,20.53543,20.69415,20.64406,STAR,WD
19.92474,19.8209,20.20223,20.48703,21.31443,STAR,WD
18.69278,18.77843,19.14783,19.38137,19.76719,STAR,OB
18.30099,18.16115,18.51238,18.79604,19.13612,STAR,A0p
19.54905,19.14146,19.40051,19.64437,19.85193,STAR,WD
19.47795,19.06933,19.28327,19.55372,19.72222,STAR,WD
19.58017,19.21775,19.4784,19.69658,19.84143,STAR,WD
19.65846,19.65681,20.08998,20.28553,21.11124,STAR,WD
18.65586,18.72469,19.05837,19.30705,19.53776,STAR,OB
18.58439,18.36649,18.78149,19.04798,19.29235,STAR,A0p
19.61244,19.24338,19.44006,19.64065,19.77129,STAR,WD
17.16783,16.7352,16.90927,17.10639,17.3135,STAR,WD
20.21526,20.04214,20.38275,20.6062,21.56259,STAR,WD
19.16825,18.85751,19.11576,19.39926,19.58751,STAR,WD
15.13307,15.27098,15.77582,16.11486,16.43733,STAR,A0p
19.69088,18.67717,18.40354,18.30902,18.26483,STAR,F5
19.4656,18.62542,17.70696,17.24384,16.9425,STAR,K7
19.86744,19.92167,20.25709,20.4586,20.75345,STAR,OB
19.17657,19.29148,19.5722,19.85386,20.28282,STAR,OB
19.38749,19.48804,19.85453,20.15504,20.29576,STAR,WD
18.05565,17.64186,17.53451,17.54431,17.59944,STAR,CV
15.89522,15.85554,16.25676,16.54779,16.87071,STAR,WD
20.74038,19.50795,18.98442,18.77153,18.70461,STAR,Carbon
19.36004,19.32695,19.73026,20.03059,20.31458,STAR,WD
16.17927,16.57294,17.08203,17.41501,17.77464,STAR,O
18.45344,18.61668,18.9948,19.33305,19.54764,STAR,WD
18.89056,19.40975,19.91703,20.25817,20.68241,STAR,B6
20.34909,20.01092,20.17971,20.43242,20.57689,STAR,WD
20.35978,20.65313,20.95503,21.3974,21.38881,STAR,WDmagnetic
18.99954,18.98415,19.26677,19.44222,19.49859,STAR,OB
19.58358,19.76215,20.15707,20.64467,21.10388,STAR,WD
18.20576,18.46956,18.93008,19.27999,19.62926,STAR,B9
19.42628,19.2754,19.53845,19.75373,19.75098,STAR,WD
20.15026,19.59566,19.68601,19.75009,20.06778,STAR,WD
19.72459,19.54544,19.81973,20.04897,20.10169,STAR,WD
18.74137,18.33403,18.37796,18.4874,18.68615,STAR,WD
19.6036,19.29118,19.63873,19.69816,19.58093,STAR,WD
18.86147,19.13303,19.60283,19.91561,20.26696,STAR,WD
18.55827,17.95844,17.74537,17.68682,17.71317,STAR,CV
19.38016,18.99653,19.28099,19.51159,19.66489,STAR,WD
19.10835,18.68319,18.83875,19.0135,19.18573,STAR,WD
19.5409,19.2166,19.4666,19.67852,19.8987,STAR,WD
18.66251,18.5602,18.92636,19.18999,19.55227,STAR,WD
16.37218,16.8142,17.33077,17.68184,18.01069,STAR,O
18.02768,18.18586,18.59372,18.91359,19.24224,STAR,WD
14.21803,14.586,14.87251,14.88058,14.85672,STAR,F5
19.60178,19.19698,19.36517,19.59101,19.8792,STAR,WD
15.40477,15.31773,15.6342,15.84966,16.03433,STAR,B6
20.14336,19.86168,20.13724,20.34359,20.58991,STAR,WD
17.13621,16.75317,17.0091,17.24129,17.56636,STAR,WD
17.81459,17.29311,17.14736,17.12275,17.14863,STAR,CV
19.64838,19.43493,19.70784,19.95873,20.08947,STAR,WD
18.42078,17.93743,18.17619,18.39658,18.63544,STAR,WD
19.12613,18.89144,19.08887,19.31811,19.50446,STAR,L9
20.71597,20.20808,20.17776,20.21568,20.34525,STAR,WD
20.68888,20.06752,20.16933,20.3426,20.49096,STAR,WD
19.84023,19.41851,19.7063,19.94004,19.96304,STAR,WD
21.01124,20.78112,21.033,21.1865,22.12498,STAR,WD
19.14422,18.95438,19.20173,19.47569,19.66777,STAR,WD
19.02728,19.07507,19.50605,19.7745,20.09502,STAR,WD
20.52565,20.28784,20.55544,20.86058,20.56754,STAR,WD
20.18153,19.54902,19.92322,20.1785,20.3523,STAR,A0p
19.77995,19.968,20.39936,20.71896,21.00007,STAR,WD
18.69979,18.54352,18.91258,19.20727,19.53429,STAR,B6
18.65356,18.73941,19.05421,19.33801,19.78458,STAR,WDmagnetic
19.22824,19.1939,19.48052,21.21566,22.82691,STAR,K3
19.07598,18.86022,19.2026,19.44879,19.50737,STAR,B6
20.2445,19.75584,19.99651,20.28619,20.41043,STAR,WD
15.94387,16.30029,16.73103,17.06299,17.33249,STAR,O
16.19723,16.31183,16.49759,16.67588,16.8395,STAR,O
20.28632,20.18612,20.36817,20.52054,20.50767,STAR,CV
18.93736,19.03843,19.26924,19.57196,19.71455,STAR,OB
17.98017,17.9179,18.27332,18.56659,18.74779,STAR,WD
14.82973,15.10076,15.59537,15.93468,16.24225,STAR,B6
16.36121,16.50067,16.98045,17.31004,17.58256,STAR,A0p
17.13366,17.40456,17.86893,18.20819,18.46599,STAR,OB
19.08372,18.83274,19.07321,19.26939,19.50889,STAR,WD
18.93064,19.07396,19.43337,19.71167,19.98485,STAR,WD
19.67875,19.47108,19.72044,19.95031,20.14487,STAR,WD
17.60406,17.98549,18.43898,18.77499,19.19303,STAR,O
20.54961,20.09129,20.26324,20.48765,20.86196,STAR,WD
19.74848,19.73909,20.18152,20.40032,20.45719,STAR,B9
18.60564,18.63715,18.86213,19.06757,19.37085,STAR,OB
20.85702,20.54018,20.7119,20.95629,21.20194,STAR,WD
19.73917,17.99058,17.48881,17.24693,17.00313,STAR,A0
19.41822,17.73418,17.16329,16.87213,16.62662,STAR,A0
20.3749,18.44247,17.75301,17.42034,17.14268,STAR,A0
17.8588,17.42579,17.54879,17.6945,17.89508,STAR,WD
21.61389,19.265,17.92327,17.3412,17.02584,STAR,K7
19.46572,19.11709,19.3856,19.64626,19.98046,STAR,WD
16.99649,16.94532,17.37398,17.68255,18.06353,STAR,A0p
17.00108,17.42272,17.89197,18.34212,18.59117,STAR,WD
13.98921,14.24611,14.74103,15.07609,15.42602,STAR,B6
20.04921,19.93369,20.13648,20.28678,20.3215,STAR,WD
21.03293,20.68833,20.8489,20.93314,20.75846,STAR,WD
20.81822,20.4805,20.59639,20.70465,20.86515,STAR,WD
19.97196,19.66104,19.6276,19.6284,19.73584,STAR,OB
20.3984,20.37773,20.41753,20.36391,20.2259,STAR,B6
20.37626,20.36133,20.62266,20.86349,21.33047,STAR,OB
19.2927,18.85927,19.06241,19.24772,19.52986,STAR,WD
19.99271,19.96167,20.30803,20.62299,20.71493,STAR,WD
17.70241,17.84848,18.15799,18.38987,18.71965,STAR,OB
20.56641,20.41429,20.69984,20.86921,20.44026,STAR,WD
18.62084,18.25829,18.46669,18.68983,18.85355,STAR,WD
20.74657,20.42406,20.66359,20.91293,21.42866,STAR,WD
20.38089,20.23302,20.50863,20.82401,20.75702,STAR,WD
18.09196,17.79509,18.08797,18.34858,18.60567,STAR,WD
19.21428,19.27945,19.61238,19.77116,20.29032,STAR,OB
19.99849,19.84185,20.1571,20.33928,20.69111,STAR,WD
20.61107,20.22079,20.44184,20.79511,20.7048,STAR,WD
18.24875,17.72997,18.04583,18.32288,18.52371,STAR,A0p
19.93371,20.14805,20.59953,20.93096,21.3462,STAR,WD
17.20586,16.16371,15.90279,15.84426,15.86202,STAR,F5
18.69079,17.15331,16.58288,16.38345,16.33688,STAR,F9
18.92784,18.52366,18.74492,18.97313,19.25331,STAR,WD
19.05913,19.07582,19.41425,19.7252,19.87738,STAR,WD
19.19812,19.08303,19.32678,19.47003,19.30466,STAR,WD
18.67997,18.2479,18.44827,18.63663,18.91807,STAR,WD
18.44408,18.48024,18.8593,19.13705,19.42908,STAR,WD
18.94174,18.47242,18.62732,18.87508,19.02151,STAR,WD
19.62956,19.41124,19.58418,19.91875,20.2688,STAR,WD
18.4273,18.30983,18.53349,19.99995,19.07443,STAR,OB
19.61521,19.13572,19.37137,19.59781,19.8244,STAR,WD
20.10909,19.67836,19.89577,20.19858,20.19416,STAR,WD
20.16174,19.81208,19.95181,20.17208,20.45476,STAR,WD
19.21964,19.36169,19.68698,20.05083,20.51138,STAR,OB
19.40125,19.29126,19.62262,19.91076,20.0246,STAR,WD
19.52598,19.40444,19.80039,20.11761,20.31649,STAR,WD
14.77102,15.16095,15.64332,15.99166,16.28592,STAR,O
19.25804,18.76789,18.9373,19.09969,19.34193,STAR,WD
18.65548,18.51383,18.74044,18.99248,19.21454,STAR,WD
15.11315,15.22188,15.45104,15.55993,15.64654,STAR,B9
20.37823,19.84739,20.05893,20.2697,20.85364,STAR,WD
19.9628,19.93844,20.22292,20.47163,20.85767,STAR,OB
15.02671,15.16493,15.60197,15.95457,16.25944,STAR,B6
20.57004,20.31242,20.63575,20.88075,21.07639,STAR,WD
19.5644,19.18718,19.42611,19.61405,19.8223,STAR,WD
19.76725,19.39293,19.57887,19.76336,19.96416,STAR,WD
17.62108,17.60327,17.9928,18.28911,18.72788,STAR,WD
