u,g,r,i,z,class,subclass
19.82515,19.40916,19.72601,19.95922,20.0771,STAR,WD
19.81766,19.22508,19.04753,18.95727,19.00391,STAR,WD
17.75498,17.82709,18.13993,18.39955,18.62733,STAR,OB
17.2605,17.26423,17.61914,17.88033,18.12365,STAR,A0p
19.96255,19.41382,19.43639,21.80921,19.65153,STAR,WD
19.83899,19.70681,19.86412,20.0796,20.31647,STAR,WD
19.72443,19.32992,19.49274,19.70004,20.07851,STAR,WD
19.71658,19.37438,19.34769,19.46804,19.71882,STAR,WD
21.64986,20.97682,21.24994,21.3339,21.81282,STAR,WD
20.18964,19.82307,19.76054,19.73784,19.90116,STAR,WD
18.23067,17.71549,17.51357,17.43119,17.48729,STAR,CV
19.4215,19.32202,19.72223,20.09825,20.29274,STAR,A0p
19.73346,19.433,19.73315,19.98481,20.23411,STAR,WD
19.70263,19.37488,18.58998,18.44055,18.52582,STAR,CarbonWD
20.42577,19.49955,19.23304,19.17161,19.18803,STAR,A0
19.67729,19.1943,19.08665,19.03456,19.10542,STAR,CV
20.12825,20.00289,20.39603,20.76374,21.29396,STAR,WD
19.94129,20.10402,20.54571,20.76554,20.83707,STAR,WD
20.28585,20.25237,20.61142,20.86034,21.09136,STAR,WD
19.04499,19.40749,19.93576,20.29597,20.3563,STAR,B9
20.0162,19.74985,20.04987,20.26166,20.84071,STAR,WD
19.91915,19.14792,18.87878,18.77178,18.77479,STAR,A0
19.49114,19.32341,19.4526,19.53475,19.63199,STAR,WD
19.74617,19.7154,19.98866,20.23272,20.5673,STAR,WD
20.25794,20.12543,20.45203,20.76793,20.57068,STAR,WD
18.52005,18.26371,18.59799,18.83778,19.05252,STAR,WD
18.62292,18.89975,25.58009,23.0793,20.24299,STAR,WD
15.60906,15.90788,16.33745,16.66371,16.92166,STAR,O
17.25943,17.23268,17.60019,17.91104,18.2772,STAR,WD
17.07072,17.14783,17.55664,17.88946,18.12851,STAR,A0
20.52466,20.49096,20.68008,20.91051,21.15257,STAR,WD
23.89624,20.79612,19.58588,19.1157,18.85001,STAR,K7
18.3964,18.36145,18.59731,18.8071,18.98077,STAR,OB
18.53495,18.16044,18.34912,18.56844,18.82762,STAR,WD
20.5043,20.29752,20.67281,20.90244,20.9682,STAR,WD
19.81122,19.26262,19.49422,19.62895,19.94943,STAR,WD
18.9364,18.53259,18.79057,19.03932,19.21496,STAR,WD
19.27472,19.61366,20.0943,20.48951,21.46182,STAR,WD
19.59726,19.18742,19.45926,19.65795,19.88802,STAR,WD
20.47359,20.20784,20.41778,20.69554,21.20251,STAR,WD
19.37451,19.69808,20.30474,20.5549,20.72724,STAR,B9
14.35857,14.76558,15.31667,15.70016,16.07011,STAR,O
20.04865,19.67413,19.89485,20.00605,20.26083,STAR,WD
19.52424,19.35686,19.73294,20.03078,20.34865,STAR,WD
15.82212,16.27809,16.83411,17.23157,17.57765,STAR,O
20.27573,19.6478,19.32239,19.23095,19.20511,STAR,CV
18.00401,17.67748,17.95142,18.20512,18.44618,STAR,WD
16.54798,16.0194,16.38801,16.63376,16.86565,STAR,A0p
18.72503,18.90306,19.15977,19.48303,19.83981,STAR,OB
17.83791,17.42304,17.69138,17.89063,18.05946,STAR,A0
15.69766,15.26617,15.54192,15.74688,15.90781,STAR,A0
20.09217,20.0302,20.18353,20.35188,20.52963,STAR,OB
19.77477,19.37811,19.46432,19.61095,19.79811,STAR,WD
20.80313,20.69045,20.57706,20.70729,21.37221,STAR,WD
22.33249,20.31125,19.48138,19.13821,19.03961,STAR,K3
22.55777,20.20309,19.10897,18.80488,18.54376,STAR,K5
20.88765,20.43166,20.69896,20.77502,20.78464,STAR,WD
19.75841,19.35905,19.45529,19.68671,19.81329,STAR,WD
19.266,19.28298,19.4792,19.63837,19.76962,STAR,OB
18.37145,18.12794,18.3704,18.60395,18.85402,STAR,WD
19.75453,19.39869,19.61153,19.86221,20.12032,STAR,WD
19.7695,19.4689,19.77367,20.1148,20.31809,STAR,WD
19.9102,19.89951,20.19405,20.39509,20.4327,STAR,OB
19.30846,18.82562,19.00053,19.23116,19.38109,STAR,WD
19.842,19.43743,19.63796,19.85785,20.11146,STAR,WD
19.9145,19.5659,19.73,20.00192,20.38231,STAR,WD
19.22445,17.59455,16.92535,16.69465,16.56773,STAR,K1
18.44827,17.97431,18.16081,18.40332,18.6455,STAR,WD
19.40665,19.37633,19.70356,19.97914,20.34865,STAR,WD
18.37843,17.94369,18.27014,18.53899,18.77881,STAR,A0
19.52089,19.08294,19.43664,19.68949,19.93894,STAR,A0p
20.75377,20.32587,20.55556,20.71273,20.98111,STAR,WD
20.14537,19.97465,20.35581,20.66751,20.92897,STAR,WD
19.99356,19.42717,19.57605,19.76796,20.16863,STAR,WD
18.5577,18.87815,19.33262,19.65082,19.99643,STAR,WD
20.23188,19.90116,20.13404,20.3636,20.90504,STAR,WD
20.02481,19.53406,19.67673,19.81603,20.21406,STAR,WD
20.66291,20.65135,21.0522,21.26539,21.43182,STAR,OB
19.07098,18.99806,19.17371,19.34902,19.43989,STAR,G5
19.67451,18.41584,17.97207,17.84003,17.79348,STAR,G2
17.36706,16.1453,15.70941,15.51191,15.46345,STAR,F9
17.35672,15.97983,15.49812,15.30972,15.26763,STAR,F9
20.71612,19.69155,19.31788,19.2577,19.1797,STAR,F5
19.34712,18.24976,17.96407,17.80862,17.80588,STAR,F5
20.83665,19.81913,19.52783,19.38803,19.44543,STAR,F5
19.94009,18.82773,18.5747,18.38493,18.42157,STAR,F2
18.51088,18.22987,18.53139,18.75573,19.01109,STAR,WD
19.59193,19.46872,19.63327,19.78869,20.22394,STAR,L9
20.32537,20.24057,20.58762,20.75917,20.95401,STAR,WD
19.4991,19.46329,19.81199,20.09862,20.33035,STAR,WD
19.16499,19.38313,19.62078,19.68799,19.83205,STAR,B6
19.32276,19.32486,19.69238,19.91458,20.06534,STAR,WD
18.21172,18.40097,18.80388,19.13594,19.54865,STAR,OB
18.82419,18.8121,19.06,19.2617,19.43028,STAR,OB
19.56323,19.51719,19.70944,19.95709,20.03468,STAR,OB
15.8536,15.38503,15.7216,15.99028,16.1855,STAR,A0p
20.08681,20.2655,20.5564,20.79318,21.22941,STAR,OB
20.68318,19.61577,19.17326,18.97839,19.01506,STAR,F2
16.70878,16.16473,16.48008,16.71828,16.9176,STAR,A0p
13.55618,14.57284,14.43522,14.7904,15.11376,STAR,B9
19.65271,19.21822,19.42934,19.58654,19.78065,STAR,WD
19.62935,19.41543,19.54756,19.70939,19.98047,STAR,WD
17.5977,17.6978,18.12008,18.39928,18.61757,STAR,B6
20.00892,20.00214,20.30187,20.64397,20.75416,STAR,WD
19.50514,19.16541,19.33504,19.53501,19.85405,STAR,WDmagnetic
19.51136,19.36995,19.70803,19.94891,20.04959,STAR,WD
17.96724,17.87013,18.054,18.21142,18.39485,STAR,L5.5
19.57647,19.18594,19.44183,19.615,20.10557,STAR,WD
19.24591,19.31046,19.57922,19.79267,19.96802,STAR,OB
18.74905,17.58877,17.29914,17.24349,17.2395,STAR,F5
17.28036,17.31992,17.76171,18.07316,18.32935,STAR,A0p
20.49942,20.11321,20.3595,20.66469,20.70211,STAR,WD
19.62213,19.33065,19.63593,19.89757,20.1102,STAR,WD
18.02065,17.68565,17.94431,18.19144,18.44603,STAR,WD
19.4308,18.98882,19.23276,19.50446,19.62416,STAR,WD
15.71356,15.27556,15.60661,15.87603,16.08629,STAR,A0p
15.35286,15.39188,15.6368,15.8647,16.08106,STAR,OB
17.94303,18.27281,18.7544,19.04845,19.26123,STAR,B9
21.44098,19.21723,18.19195,17.84611,17.6173,STAR,K5
18.80396,18.85146,19.13086,19.37767,19.63729,STAR,OB
18.11784,18.23915,18.67856,19.02513,19.32144,STAR,B6
18.98314,18.96303,19.14738,19.33368,19.78461,STAR,OB
19.50453,19.14999,19.41012,19.70231,20.03704,STAR,WD
19.33167,19.04421,19.32204,19.59172,19.79709,STAR,WD
19.60681,19.36464,19.48786,19.69431,19.88688,STAR,WDmagnetic
19.10292,18.76949,19.0295,19.3093,19.66376,STAR,WD
18.93859,17.97891,18.35457,18.71179,18.76678,STAR,A0
17.9267,17.74754,17.84286,17.9018,17.99998,STAR,A0
20.30431,20.34008,20.65293,21.00899,20.7646,STAR,WD
21.55338,20.91729,20.81488,20.70083,21.01499,STAR,WD
14.58926,14.12604,14.43392,14.68196,14.88054,STAR,A0p
17.02279,17.17821,17.55316,17.79086,18.03578,STAR,A0p
20.03497,19.34281,19.07022,18.95703,18.99429,STAR,CV
18.02197,16.19637,15.53911,15.32832,15.25286,STAR,K1
17.38749,17.27511,17.64391,17.91139,18.16642,STAR,WD
18.44384,18.11227,18.32524,18.5898,18.8849,STAR,WD
19.54859,19.34953,19.66137,19.96097,20.06008,STAR,WD
20.01636,19.25771,18.96498,18.87645,18.84279,STAR,CV
18.7507,18.44403,18.69849,18.9365,19.11788,STAR,WD
19.6452,19.51967,19.71409,19.8698,20.09698,STAR,OB
16.60754,16.21174,16.54686,16.81178,17.03141,STAR,A0p
18.71724,19.11677,19.61067,19.9459,20.23712,STAR,WD
19.38593,19.33023,19.77676,20.05667,20.26691,STAR,WD
18.391,18.42308,18.80469,19.04158,19.26354,STAR,OB
19.56452,19.45096,19.75326,19.9848,20.20115,STAR,WD
18.8532,18.9155,19.35231,19.67877,19.98546,STAR,WD
20.07199,19.45479,19.25724,19.25799,19.2832,STAR,CV
19.05578,19.05127,19.30101,19.50869,19.73987,STAR,OB
17.32631,16.96632,17.16826,17.4095,17.69302,STAR,WD
19.69172,19.4722,19.76377,20.05187,20.21264,STAR,WD
19.39094,18.92512,18.77109,18.72784,18.74881,STAR,CV
17.90553,18.60236,18.64217,18.64175,18.41775,STAR,M5
19.46247,19.3425,19.69081,20.02233,20.19154,STAR,WD
18.76155,19.03948,19.4968,19.8269,20.21258,STAR,WD
20.20849,20.1432,20.24609,20.45115,20.67558,STAR,OB
17.13096,16.84115,17.07305,17.30592,17.56896,STAR,WD
18.19343,17.89396,18.15288,18.36398,18.53576,STAR,A0
19.41973,19.52365,19.89125,20.21136,20.43509,STAR,WD
19.00892,18.8613,19.23148,19.5096,19.70963,STAR,WD
19.19832,19.21587,19.56065,19.86552,20.2626,STAR,OB
18.92473,19.00492,19.32929,19.56414,19.86788,STAR,OB
17.59493,17.74681,18.104,18.39495,18.73483,STAR,OB
18.25307,18.51489,18.8488,19.13366,19.53763,STAR,B9
18.12586,18.23123,18.66079,18.92137,19.22492,STAR,WD
21.78753,22.28378,20.21356,20.41327,22.69578,STAR,WD
19.22737,18.91742,19.29032,19.36222,19.4944,STAR,WD
17.32633,16.18206,16.09908,16.09205,16.14779,STAR,A0
18.04825,18.13654,18.51675,18.84595,19.01189,STAR,OB
19.77036,19.36144,19.61676,19.79394,20.01856,STAR,WD
18.46669,17.71766,18.04805,18.28671,18.42971,STAR,A0p
19.66666,19.38445,19.69415,19.97161,20.09559,STAR,WD
19.34957,18.74666,18.82064,18.97739,19.15962,STAR,WD
21.05667,20.85706,21.10182,21.40567,22.5603,STAR,WD
18.42966,17.99397,18.14787,18.34185,18.57837,STAR,WD
20.04666,19.8807,20.19841,20.41762,20.92639,STAR,WD
21.05676,20.64895,20.81772,20.96724,20.91776,STAR,WD
16.0676,16.2971,16.77929,17.11641,17.43304,STAR,B6
21.34977,20.04238,19.58564,19.36059,19.18029,STAR,A0p
15.70419,16.0475,16.57832,16.93479,17.26245,STAR,WD
19.74306,17.97543,17.45317,17.21801,17.01301,STAR,A0
20.15072,19.77472,20.04774,20.28524,20.35633,STAR,WD
19.71259,19.2556,19.51848,19.79275,19.7877,STAR,WD
19.83802,19.6049,19.95021,20.2716,20.51537,STAR,WD
20.05903,19.73667,19.96004,20.22163,20.44905,STAR,WD
18.94437,18.55458,18.77594,18.99999,19.20002,STAR,WD
16.44956,16.41417,16.76821,17.04641,17.35268,STAR,WD
17.93148,17.99752,18.239,18.4892,18.70741,STAR,OB
20.27799,19.91539,20.06135,20.16999,20.28421,STAR,WD
17.02102,17.2786,17.70518,18.04738,18.36602,STAR,B9
17.164,16.93675,17.24884,17.50283,17.74564,STAR,WD
15.8076,15.97309,16.40716,16.71739,16.97156,STAR,B9
19.31672,18.8546,18.98319,19.19609,19.36622,STAR,WD
18.98907,18.58766,18.9017,19.14145,19.47347,STAR,WD
16.58496,16.49597,16.84153,17.12973,17.38107,STAR,WD
19.50377,19.75971,20.19197,20.46977,20.66541,STAR,WD
19.27223,18.8049,18.88135,18.99557,19.21843,STAR,WD
20.46991,20.02514,20.39298,20.64537,20.9581,STAR,WD
20.46919,20.20059,20.61158,20.82057,21.07373,STAR,WD
20.00241,19.89845,20.30811,20.63802,20.69684,STAR,WD
20.11224,20.18802,20.5272,20.83641,21.54,STAR,WD
15.21359,15.39582,15.88637,16.20232,16.51266,STAR,B6
16.87875,16.98094,17.31963,17.57561,17.84314,STAR,OB
19.24202,19.46091,19.94201,20.35899,20.63688,STAR,WD
19.12105,18.96196,19.2766,19.61329,19.87001,STAR,WD
19.41963,18.53593,18.24257,18.16169,18.14281,STAR,A0
20.60822,19.58398,19.29278,19.18198,19.27512,STAR,F2
21.11723,19.97498,19.41064,19.59611,19.68799,STAR,F5
17.84373,17.50885,17.8122,18.03936,18.31345,STAR,WD
22.35488,19.82818,18.87187,18.53854,18.34666,STAR,K3
19.19916,19.41965,19.86189,20.18715,20.80655,STAR,WD
18.95585,18.60503,18.84501,19.08726,19.32518,STAR,WD
19.56024,19.13168,19.36616,19.56964,19.92873,STAR,WD
19.80787,19.38184,19.59572,19.82346,20.18343,STAR,WD
18.25252,17.77361,18.03794,18.28054,18.52114,STAR,WD
20.40192,20.56107,20.79586,21.14837,21.37284,STAR,WD
19.06552,19.42685,19.91621,20.29324,20.4798,STAR,B9
19.21815,19.22692,19.52928,19.78675,20.10884,STAR,OB
20.36266,20.46684,20.87704,21.14986,21.49411,STAR,WD
19.46692,19.47154,19.77524,20.12706,20.2522,STAR,WD
13.81633,14.51097,14.62143,28.59086,15.2881,STAR,B9
16.5915,16.53295,16.89722,17.18472,17.47325,STAR,WD
20.66294,20.34572,20.54399,20.75722,21.36867,STAR,WD
20.19735,20.4211,20.92191,21.283,21.60785,STAR,WD
20.69914,20.33611,20.48695,20.74929,20.8095,STAR,WD
18.92422,18.94607,19.27329,19.56229,19.80335,STAR,WD
21.07946,19.83493,19.55779,19.43875,19.45592,STAR,A0
18.80626,18.83807,19.10639,19.30379,19.62779,STAR,OB
20.70053,20.55421,20.7718,21.1911,21.2079,STAR,WD
18.29991,18.77907,19.26863,19.65997,19.87617,STAR,B9
19.83843,19.36855,19.62064,19.81398,19.97589,STAR,WD
19.53758,19.10545,19.35551,19.45026,19.27729,STAR,WD
18.54413,18.23739,18.50328,18.71836,18.88162,STAR,A0
17.6647,17.42182,17.70808,17.99596,18.26258,STAR,WD
19.58804,19.77264,19.99888,20.05186,19.85268,STAR,WD
16.48964,16.70717,17.11994,17.4267,17.72239,STAR,B9
20.8186,20.24386,20.2639,20.31233,21.16419,STAR,WD
17.16146,17.3091,17.6928,17.98813,18.24397,STAR,OB
15.05403,15.11781,15.55485,15.88652,16.16597,STAR,A0p
18.51711,18.4893,18.725,18.96227,19.17731,STAR,OB
17.43197,17.42842,17.79379,18.0688,18.35695,STAR,WD
18.8269,18.89002,19.17193,19.41349,19.56287,STAR,OB
17.14473,15.98826,15.56851,15.43468,15.42722,STAR,G2
19.19076,19.18368,19.56548,19.84237,20.02756,STAR,WD
19.36609,19.40947,19.75851,20.08939,20.62435,STAR,WD
16.57699,16.2775,16.51056,16.74511,17.00323,STAR,WD
18.75066,16.4423,15.50243,15.17085,15.00196,STAR,K3
17.36489,17.149,17.48039,17.77328,18.1856,STAR,WD
19.93539,17.67461,16.74636,16.42413,16.25903,STAR,K5
21.44046,19.2369,18.24874,17.88231,17.65764,STAR,K5
19.2457,19.41326,19.53988,19.03944,18.55507,STAR,M3
18.97823,19.28263,19.71061,19.99802,20.30274,STAR,B9
19.12687,19.11663,19.47471,19.68206,19.84519,STAR,OB
18.29245,18.3869,18.65484,18.85913,19.06805,STAR,OB
20.79728,20.65645,21.01819,21.03175,21.50366,STAR,WD
20.6363,20.33716,20.64302,20.95286,20.80843,STAR,WD
19.93486,20.26224,20.64962,21.07157,21.14136,STAR,O
20.58754,20.31952,20.63152,20.8058,21.69323,STAR,WD
19.54416,19.28109,19.62285,19.96091,20.14471,STAR,WD
18.26775,17.84948,18.05519,18.32024,18.56784,STAR,WD
19.73459,19.2996,19.59709,19.84188,20.06305,STAR,WD
20.15005,18.36286,17.69756,17.46782,17.32814,STAR,K1
16.48208,15.96165,16.28906,16.54471,16.75059,STAR,A0p
19.38308,18.64148,18.19855,18.12319,18.12706,STAR,A0
19.74108,19.48127,19.78165,20.00265,20.42104,STAR,WD
19.5999,19.33285,19.5762,19.76543,19.94325,STAR,WD
16.29391,15.79101,16.07103,16.2835,16.44902,STAR,A0p
15.63845,15.5891,15.86559,16.11488,16.35113,STAR,A0p
16.58756,16.68632,17.05926,17.36415,17.66588,STAR,A0p
16.04295,15.55152,15.73679,15.94278,16.08741,STAR,A0p
16.99317,17.01839,17.41615,17.68776,17.99249,STAR,A0p
17.86262,18.11159,18.44754,18.6634,18.80951,STAR,B6
20.76558,20.29452,20.48235,20.70535,20.9376,STAR,WD
20.66423,20.16114,20.25436,20.41187,20.39991,STAR,WD
21.38257,20.49834,20.55754,20.74425,20.44234,STAR,A0
18.82001,18.68417,19.02301,19.29074,19.59633,STAR,WD
19.05809,19.35429,19.80659,20.1915,20.36611,STAR,WD
19.45816,19.10014,19.37164,19.6125,19.92108,STAR,WD
18.31303,18.47939,18.90454,19.05101,18.95427,STAR,WD
21.21552,20.5827,20.67907,20.88454,21.29164,STAR,WD
20.06042,19.95649,20.26995,20.51732,20.94884,STAR,WD
20.79662,20.39297,20.72401,21.1531,21.2156,STAR,WD
19.80544,19.52142,19.78074,19.99572,20.1635,STAR,WD
16.86699,16.45845,16.7071,16.91148,17.14183,STAR,WD
20.04987,19.91134,20.23645,20.5294,20.57849,STAR,WD
19.33844,19.42661,19.87082,20.18359,19.96124,STAR,A0p
20.81985,20.71297,21.24316,21.67612,21.24467,STAR,WD
19.15498,18.80976,19.01723,19.19624,19.48197,STAR,WD
20.78959,20.33768,20.53068,20.66511,20.74048,STAR,WD
20.44589,20.24829,20.37454,20.52325,20.76235,STAR,OB
15.77179,15.75746,16.15836,16.42743,16.69382,STAR,A0p
17.95903,17.48008,17.82398,18.06165,18.29948,STAR,A0
20.19542,20.0737,20.24417,20.40941,20.46413,STAR,OB
20.26709,19.94037,20.15407,20.30648,20.58543,STAR,WD
19.78495,19.96477,20.35096,20.6825,21.34873,STAR,WD
19.19396,19.44623,19.91728,20.26227,20.67876,STAR,WD
19.3701,19.09116,19.35776,19.63778,19.96157,STAR,WD
18.03876,17.63255,17.81466,18.03103,18.23002,STAR,WD
19.8273,19.76694,19.97767,20.09473,20.74777,STAR,OB
19.40921,19.1688,19.40058,19.58118,19.76139,STAR,WD
20.98903,20.77019,21.23521,21.97337,21.83098,STAR,M4
19.83713,19.7091,20.05103,20.27813,20.51298,STAR,WD
19.3493,18.97176,19.16673,19.35565,19.5402,STAR,WD
19.40955,19.14716,19.40217,19.62799,19.90463,STAR,WD
19.01554,18.59277,18.80561,19.01141,19.15753,STAR,WD
20.39944,20.31876,20.58542,21.02044,21.83514,STAR,WD
18.9314,18.6686,19.17886,19.03279,22.82689,STAR,WD
20.9053,20.40425,20.65481,20.81637,20.7369,STAR,WD
19.18683,18.70759,18.86271,19.06157,19.26744,STAR,WD
20.0188,20.03587,20.36819,20.48416,21.0099,STAR,OB
17.22692,16.74252,17.05299,17.29544,17.50511,STAR,A0p
20.49858,20.17118,20.42719,20.75232,20.69709,STAR,WD
17.39062,17.48578,17.80147,18.08596,18.327,STAR,OB
20.72788,19.77379,19.49298,19.37231,19.57763,STAR,F5
19.59633,19.24196,19.48459,19.75905,19.90147,STAR,WD
17.75541,18.01973,18.50431,18.82172,19.14492,STAR,B9
19.03658,18.59871,18.79639,18.99284,19.20105,STAR,WD
19.2237,19.4346,19.88794,20.22237,20.49255,STAR,A0p
15.27075,15.54446,15.97441,16.32071,16.57569,STAR,B9
20.38088,20.2187,20.58154,20.72629,21.41947,STAR,WD
19.15904,19.37115,19.82273,20.14548,20.5294,STAR,WD
20.27238,20.02687,20.32204,20.54266,20.92271,STAR,WD
19.08199,18.65543,18.89677,19.15014,19.33315,STAR,WD
19.33587,19.44205,19.88887,20.20644,20.30414,STAR,WD
19.44431,19.70287,20.25028,20.53222,20.78928,STAR,WD
20.75303,20.39321,20.56708,20.80424,21.11449,STAR,WD
19.72807,19.35127,19.52689,19.66248,19.75874,STAR,WD
20.33984,19.86112,20.06598,20.25966,20.45154,STAR,WD
18.64432,18.15633,18.33863,18.53186,18.87116,STAR,WD
19.65512,19.20704,19.48275,19.70912,19.84451,STAR,WD
20.26174,20.23616,20.62592,20.93615,20.86231,STAR,WD
19.15712,18.68516,18.88123,19.05526,19.26075,STAR,WD
20.1802,19.95003,20.31592,20.41167,20.85981,STAR,WD
20.00594,19.75105,20.06092,20.27602,20.74943,STAR,WD
19.8563,19.49162,19.73315,19.94386,20.26182,STAR,WD
18.11003,18.18531,18.56338,18.87768,19.14705,STAR,WD
20.01953,19.86442,20.18088,20.52691,21.00309,STAR,WD
17.43782,17.21704,17.31267,17.32384,17.68143,STAR,WD
19.793,19.34821,19.53872,19.86439,20.16912,STAR,WD
19.36382,18.99506,19.31788,19.52011,19.89636,STAR,WD
19.34826,18.97302,19.16868,19.44011,19.76235,STAR,WD
20.58656,18.98124,18.37576,18.1141,18.05612,STAR,F9
17.53526,17.53088,17.69617,17.84097,17.91451,STAR,B9
17.70417,17.78333,18.03791,18.26664,18.59236,STAR,OB
19.46547,19.41393,19.78433,20.0402,20.16306,STAR,WD
19.32428,19.27875,19.436,19.652,19.77406,STAR,M9
19.58294,19.28332,19.56041,19.78446,20.08974,STAR,WD
19.18637,18.5299,18.27347,18.21478,18.2287,STAR,CV
19.14671,18.6454,18.34607,18.30192,18.33914,STAR,CarbonWD
19.40943,18.73592,18.51837,18.42892,18.46098,STAR,CV
20.10434,19.15255,18.88038,18.8226,18.87845,STAR,A0
19.82305,19.43813,19.66276,19.9007,20.03431,STAR,WD
19.44357,18.97428,19.19248,19.4138,19.59654,STAR,WD
18.80364,19.17276,19.66873,20.00986,20.29512,STAR,WD
19.49415,19.80358,20.19965,20.53566,20.71536,STAR,WD
19.02123,18.98547,19.29513,19.57237,19.78361,STAR,WD
20.12334,19.70589,19.80526,19.95492,20.14312,STAR,WD
16.89817,16.55808,16.80867,17.05764,17.31211,STAR,WD
19.54063,19.06534,18.82996,18.83818,18.92352,STAR,B9
17.49409,17.67937,17.94023,18.12173,18.33828,STAR,B9
18.44509,18.04277,18.24311,18.45708,18.66546,STAR,WD
19.71752,19.4155,19.56701,19.54412,19.35423,STAR,WD
18.36163,17.91937,18.0116,18.14765,18.31731,STAR,WD
19.03409,18.98704,19.3332,19.62308,19.75552,STAR,WD
18.88304,18.59161,18.86708,19.11164,19.30647,STAR,WD
20.7476,20.23009,20.46423,20.65884,20.95011,STAR,WD
20.16638,19.99313,20.26802,20.44703,20.78911,STAR,WD
19.49862,19.20077,19.33783,19.53226,19.60019,STAR,WD
19.71285,19.3884,19.63777,19.88279,20.06841,STAR,WD
20.21773,20.28127,20.63041,20.74904,20.65158,STAR,OB
18.40753,18.40749,18.76732,19.0521,19.24064,STAR,WD
20.90009,20.49599,20.69783,20.90091,21.08636,STAR,WD
19.94845,19.67126,19.95045,20.23022,20.52424,STAR,WD
20.91662,20.40852,20.52272,20.65052,20.83336,STAR,WD
19.03321,19.1337,19.46831,19.76059,19.97285,STAR,OB
20.23318,20.35669,20.58509,20.84757,20.956,STAR,OB
19.96224,19.55964,19.79507,19.96043,20.27819,STAR,WD
20.45337,20.50969,20.8777,21.24083,21.52223,STAR,WD
20.24275,20.25864,20.42095,20.6021,20.60866,STAR,OB
18.99695,18.75235,19.05267,19.281,19.5026,STAR,WD
18.40284,18.51631,18.85238,19.09625,19.28089,STAR,OB
19.53816,19.60286,19.92179,20.17585,20.852,STAR,OB
17.81472,17.35012,17.70445,17.97386,18.17099,STAR,A0p
19.58905,19.66308,20.04395,20.33831,20.70772,STAR,WD
18.44371,17.77212,18.10266,18.3407,18.52918,STAR,A0p
18.96013,18.69331,18.88176,19.07398,19.32937,STAR,WD
19.75107,19.45205,19.80947,20.11769,20.30786,STAR,WD
19.24227,18.83784,19.05204,19.2719,19.51161,STAR,WD
18.13712,17.62451,17.4703,17.44629,17.51573,STAR,CV
18.8187,18.51663,18.81836,19.04606,19.32694,STAR,WD
19.04874,19.06331,19.22021,19.38178,19.49882,STAR,WDmagnetic
19.30295,19.01115,19.25746,19.49774,20.03357,STAR,WD
17.77056,18.01015,18.37866,18.56637,18.75982,STAR,B9
18.70426,18.58279,18.91702,19.13319,19.49378,STAR,WD
17.73175,17.49975,17.77769,18.03658,18.28035,STAR,WD
17.45011,17.25863,17.58109,17.83742,18.10415,STAR,WD
20.12144,19.94833,20.27131,20.59628,21.0377,STAR,WD
19.2122,18.78346,18.9435,19.16347,19.25943,STAR,WD
19.61481,19.97343,20.44949,21.05208,22.12892,STAR,WD
17.47055,17.25937,17.60911,17.82993,18.15488,STAR,WD
19.76567,19.35253,19.52269,19.67776,19.77536,STAR,WD
16.09555,16.4614,16.9346,17.28481,17.5885,STAR,O
19.32965,18.86032,18.82075,18.81752,18.92184,STAR,WD
19.76899,20.07399,20.60172,20.97244,21.92901,STAR,T2
19.14618,19.2215,19.52779,19.66373,19.84992,STAR,OB
19.0503,18.61116,18.76751,18.93308,19.16323,STAR,WD
18.2358,17.89991,18.16844,18.42571,18.73362,STAR,WD
18.98725,19.3402,19.7187,19.75722,19.65756,STAR,WD
19.53955,19.22108,19.49352,19.74647,19.85693,STAR,WD
19.09358,18.68648,18.93075,19.12853,19.37397,STAR,WD
19.15733,19.38389,19.73618,20.03474,20.19211,STAR,WDmagnetic
16.93033,17.27319,17.77992,18.15912,18.48298,STAR,WD
17.58832,16.17378,15.6432,15.44281,15.36239,STAR,F9
20.31444,19.4632,19.1794,19.07684,19.08894,STAR,F5
20.54136,19.65205,19.30666,19.2078,19.10338,STAR,A0
18.95862,18.43456,18.3161,18.30456,18.42264,STAR,CV
16.85975,16.66702,16.991,17.26703,17.52241,STAR,WD
15.83021,15.71112,16.0669,16.35172,16.63579,STAR,WD
16.85285,16.85143,17.07633,17.27161,17.5111,STAR,OB
15.58069,15.6834,16.13856,16.45933,16.77136,STAR,A0p
19.96125,17.61316,16.61442,16.2233,16.03193,STAR,K5
22.54848,19.87625,18.58168,18.02672,17.69134,STAR,K7
21.24976,19.16389,18.26718,17.95881,17.80773,STAR,K3
21.40395,19.45498,18.63198,18.33191,18.11848,STAR,K3
20.2414,19.07542,18.608,18.42896,18.29883,STAR,F9
19.78024,18.80038,18.45352,18.34569,18.2994,STAR,F5
20.40201,18.48056,17.73169,17.47798,17.34833,STAR,K3
18.66191,16.90997,16.22045,15.9705,15.85876,STAR,K1
22.22461,19.94759,18.93781,18.55627,18.35812,STAR,K5
20.05003,19.07855,18.77011,18.67432,18.65057,STAR,F5
15.88399,14.74523,14.32863,14.58434,14.15162,STAR,G0
21.51124,18.8453,17.51153,16.95423,16.65601,STAR,K7
20.72725,18.02181,16.68583,16.1302,15.84262,STAR,K7
22.49786,19.67885,18.20861,17.74215,17.4335,STAR,Carbon
19.81269,19.97753,20.07407,20.33505,20.65423,STAR,OB
19.15889,19.34751,19.84426,20.19694,20.56606,STAR,WD
18.46321,18.05268,18.23925,18.45611,18.77072,STAR,WD
