spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,class,subclass
6.351626,6.555633,4.979197,3.377019,2.349024,STAR,WD
12.86279,17.44528,14.79517,12.1783,9.699071,STAR,WD
19.81168,17.42541,13.67637,11.69061,12.50422,STAR,CV
48.97495,35.18058,21.23151,14.61688,12.89611,STAR,O
2.725258,3.621509,2.764514,1.835193,3.435303,STAR,WD
7.059558,9.522126,10.1678,9.355241,10.6354,STAR,WD
4.91659,6.558647,4.424988,3.177769,2.169741,STAR,WD
5.692455,8.728605,10.18274,10.59672,12.00236,STAR,WD
36.82492,46.25272,56.51788,59.66709,60.39577,STAR,CV
26.75859,27.96109,29.30959,27.44112,25.70525,STAR,CV
10.09255,22.85315,42.25389,51.64271,56.052,STAR,T2
19.18295,25.83654,32.74388,35.90427,37.8456,STAR,CV
68.02554,87.14751,70.5481,56.82661,47.3055,STAR,WD
14.21895,17.04587,15.18306,12.58611,10.95127,STAR,WD
29.53055,25.96668,18.48255,13.86271,10.39728,STAR,B6
22.09726,24.39606,18.86925,14.52181,11.42771,STAR,WD
70.85672,56.59092,35.60094,24.82008,19.39091,STAR,B6
53.31395,92.95067,124.6385,132.5327,133.6441,STAR,F5
5.375972,14.30615,23.132,27.62343,31.07837,STAR,G2
527.4581,504.1771,520.9765,822.6813,1179.035,STAR,M3
20.02439,17.60572,12.82587,9.510419,7.590666,STAR,WD
30.82573,40.48899,32.80413,26.87534,22.62031,STAR,WD
31.00284,28.06714,20.48909,15.92293,13.35705,STAR,OB
16.08947,17.41381,12.00156,8.985257,6.97664,STAR,WD
3.023706,4.272505,3.104789,2.081514,0.9804592,STAR,WD
50.93677,48.48991,36.52201,30.14908,27.28377,STAR,A0
42.60451,50.65066,37.70297,29.10303,22.80654,STAR,WD
180.5917,159.7237,102.4134,74.97561,56.82288,STAR,WD
83.13499,59.05417,37.31567,26.87865,22.28143,STAR,O
8.985338,9.361496,7.770528,6.676129,5.789711,STAR,WD
17.05073,12.26973,8.128116,6.084633,4.853345,STAR,B9
16.14388,14.04602,10.76128,8.822241,8.088589,STAR,OB
6.241904,7.185332,5.827394,5.079369,3.253941,STAR,WD
69.26746,99.70558,89.3299,73.5853,60.03103,STAR,WD
40.62374,45.57255,37.17678,30.5452,26.50165,STAR,WD
18.03558,24.61376,29.27673,30.56794,30.43429,STAR,CV
30.53922,28.99829,23.24408,19.03426,16.39448,STAR,OB
66.04137,57.78883,43.69986,35.21755,29.57743,STAR,OB
25.97341,20.07337,10.92241,5.702343,-0.8539766,STAR,B6
60.57359,47.10299,28.12021,18.71707,10.72933,STAR,WD
9.864162,10.62673,8.918629,7.340962,6.586699,STAR,WD
49.30896,48.24734,36.49081,39.5593,51.51736,STAR,WD
1.334672,2.135915,2.297012,2.037386,2.166491,STAR,WD
22.10297,24.09901,19.2837,16.01155,14.17523,STAR,WD
43.73171,77.00388,98.80804,103.8847,102.3437,STAR,A0
7.361104,14.31569,21.02016,24.12601,25.23071,STAR,F2
24.54694,33.07034,27.58717,21.27146,16.63602,STAR,WD
5.229239,5.421964,4.287444,3.196576,2.437572,STAR,WD
5.529853,6.855303,5.936415,4.695677,2.892819,STAR,WD
8.618942,8.067073,5.916224,4.60743,4.206037,STAR,WD
33.77371,44.75769,35.7136,28.00364,23.17006,STAR,WD
4.329428,5.147335,2.866696,0.6457515,-1.092006,STAR,WD
8.405951,10.86432,10.20755,8.473616,7.27758,STAR,WD
6.378933,7.333298,5.598599,5.060224,5.052723,STAR,WD
17.0878,23.15596,18.48965,14.75904,11.68016,STAR,WD
30.18714,22.98028,15.15883,11.2318,10.30879,STAR,WD
24.09097,28.0963,25.97197,34.03184,48.67261,STAR,WD
16.0086,25.81847,76.1381,246.3683,473.0635,STAR,M3
5.643238,7.227124,7.696465,8.189456,7.982895,STAR,WD
4.575478,11.84863,24.14172,31.56427,38.16321,STAR,A0
24.93139,44.14333,66.84659,77.21935,89.19413,STAR,A0
8.78817,7.052985,5.046925,3.980476,2.68339,STAR,O
23.07503,24.1666,20.96595,17.69659,13.66338,STAR,OB
13.99233,12.99954,9.010189,7.120005,6.132994,STAR,WD
10.84762,11.47792,6.816185,3.051687,-0.7435405,STAR,WD
12.96704,10.41276,6.672375,4.107767,2.413946,STAR,WD
43.99148,41.94065,32.7588,26.39517,23.10631,STAR,A0p
14.27507,17.51479,14.05085,11.53158,9.696269,STAR,WD
18.80523,19.93677,15.75381,13.29546,10.42622,STAR,A0
10.64745,15.92713,23.38226,26.18812,26.82333,STAR,F5
16.19419,17.13421,11.12083,8.237032,4.914278,STAR,WD
17.73738,23.07267,19.36082,17.27443,17.93788,STAR,WD
17.42808,15.9325,12.82155,10.74442,9.409214,STAR,L9
7.309999,14.24627,21.48721,25.92742,28.05121,STAR,F2
10.03819,16.93521,14.89217,12.34081,9.594002,STAR,WD
39.72962,46.63276,38.8566,31.62463,25.99951,STAR,WD
15.79982,14.31321,12.28952,9.878817,6.695912,STAR,OB
9.570874,14.00994,12.95864,11.55858,10.40728,STAR,WD
22.90227,25.60002,26.46068,23.97164,21.07262,STAR,G5
10.22944,12.80245,9.276526,7.041283,4.05789,STAR,WD
7.713564,7.309653,4.505955,3.069682,1.310358,STAR,A0
42.1303,30.66143,21.48902,17.28048,13.55464,STAR,B9
26.86368,24.57324,16.9232,12.31258,10.82655,STAR,WD
25.79399,28.96522,22.75847,16.92517,14.11467,STAR,A0
20.8856,19.02338,12.25551,8.617907,5.455724,STAR,WD
37.93436,40.75523,30.8576,24.66397,19.90231,STAR,WD
14.15102,13.48029,9.057425,6.378899,4.802754,STAR,WD
10.97953,8.608909,5.329462,3.470958,2.197881,STAR,WD
14.72115,16.32811,15.56189,14.09934,14.05095,STAR,M4
120.6681,121.4035,103.1877,85.00353,70.26623,STAR,OB
1001.682,828.587,553.6848,410.8795,326.6183,STAR,B6
283.0175,202.7549,128.0938,92.72439,72.58051,STAR,B9
19.83245,24.62119,19.24412,16.10031,13.44746,STAR,WD
5.616853,7.308833,5.759307,3.969721,2.219361,STAR,WD
6.098254,10.99874,8.13394,6.490049,4.229669,STAR,WD
5.842676,9.492167,7.663961,5.68402,4.364901,STAR,WD
5.982636,8.273642,7.538257,6.70193,7.250597,STAR,WD
7.282483,9.631559,8.496642,7.2054,6.87643,STAR,WD
13.25425,17.0751,14.27138,12.12094,9.707582,STAR,WD
12.19113,13.41829,9.907175,7.608763,6.013729,STAR,WD
9.802837,12.11624,9.420924,7.765114,6.291626,STAR,WD
14.60812,18.5815,14.54657,11.79036,9.566901,STAR,WD
7.200398,6.460369,4.301001,3.921779,1.675354,STAR,WD
15.57777,22.1736,18.01246,14.54065,11.25595,STAR,WD
-0.2081621,2.317765,10.65389,78.76403,210.5586,STAR,M6
69.7627,78.14635,60.24612,47.59104,36.74509,STAR,WD
14.22033,16.40745,13.42459,11.61645,8.961406,STAR,WD
154.1022,149.9474,113.6841,87.85251,69.67432,STAR,OB
18.3313,16.65691,11.87948,9.148996,7.152317,STAR,WD
33.06265,30.98052,21.58918,15.3574,12.95579,STAR,WD
14.56518,17.20584,11.96808,7.74475,3.171947,STAR,WD
22.04436,20.4271,14.98915,12.6601,11.1591,STAR,OB
113.6583,140.5692,107.0262,83.3128,64.78646,STAR,WD
531.9109,409.4204,273.1095,205.8102,165.8949,STAR,B9
151.0517,120.4444,79.72959,59.2862,44.25742,STAR,B9
158.3168,164.2527,121.2632,97.62938,81.51102,STAR,WD
19.67298,15.54476,11.42363,8.701157,8.341081,STAR,OB
14.1436,14.80707,10.72517,7.567319,5.6145,STAR,WD
8.832747,12.68014,12.88058,11.4948,10.45059,STAR,WD
0.8938674,1.635116,1.426609,1.136171,0.7822191,STAR,WD
5.077497,6.598192,5.914757,5.123601,3.870016,STAR,WD
18.25649,17.17682,12.58627,9.96594,10.24066,STAR,A0p
110.2612,73.16877,45.34915,35.39518,30.67465,STAR,B9
20.95802,27.02315,22.50728,18.48534,15.58213,STAR,WD
4.339733,5.041327,4.156842,2.784962,1.844451,STAR,WD
7.386457,6.797891,5.341115,4.078773,3.510585,STAR,WD
78.44549,56.01493,35.23014,25.79366,21.5018,STAR,B9
41.74182,30.45536,18.5818,12.62192,9.027146,STAR,B9
180.9167,396.137,610.4696,699.4144,742.876,STAR,G2
7.872264,9.364496,7.441449,5.949331,4.799825,STAR,WD
9.228238,9.539781,7.735779,6.265887,5.252121,STAR,WD
48.78149,34.12666,21.17504,15.62362,13.7477,STAR,L9
16.90091,21.04158,16.83487,13.52003,13.16186,STAR,WD
6.466168,6.05634,5.090693,4.333808,2.869421,STAR,WD
12.98639,12.30721,9.573783,8.896369,10.11608,STAR,WD
28.71225,30.35199,21.91576,17.00159,12.33432,STAR,WD
16.72115,17.18418,10.92803,7.415102,6.867366,STAR,WD
149.2926,122.2258,85.59789,65.46358,55.08963,STAR,A0p
39.07615,33.07816,22.70857,18.06175,14.61047,STAR,WD
31.93052,27.05767,19.02126,14.13638,10.04976,STAR,OB
1810.771,1671.237,1231.664,975.9805,825.3165,STAR,A0p
18.13116,17.90739,12.23193,8.445347,7.56398,STAR,WD
76.51416,70.18976,52.00397,40.26004,32.8468,STAR,OB
21.61389,24.5186,19.61919,15.68977,13.11688,STAR,WD
131.837,159.7129,131.3843,107.7753,92.60381,STAR,WD
46.47794,56.73405,56.71477,52.55082,48.25804,STAR,WD
70.73371,65.75774,46.85743,34.96436,27.3224,STAR,WD
15.12541,17.34401,13.45718,10.48858,7.744931,STAR,WD
15.75485,13.8947,33.06579,55.8477,56.62162,STAR,CarbonWD
16.30541,16.04426,10.87377,7.753294,6.132572,STAR,WD
17.04908,20.55821,17.30102,14.3008,12.62439,STAR,WD
30.64647,28.95591,20.36596,15.81235,13.78998,STAR,WD
10.73015,11.69413,9.607047,8.24327,7.422751,STAR,WD
30.24248,27.34473,18.43367,13.71378,10.56482,STAR,WD
139.198,94.68006,54.5206,37.29174,26.28796,STAR,O
22.17127,21.44722,15.44677,12.30502,10.10105,STAR,WD
7.748668,23.66565,44.07462,56.36016,64.61578,STAR,K3
10.55935,13.85404,16.1918,15.5421,14.09404,STAR,CV
395.995,316.8297,265.902,247.7405,240.8537,STAR,B9
97.60163,89.15108,63.57481,50.72295,38.95265,STAR,A0p
9.00898,11.76013,9.596366,7.910418,7.507988,STAR,WD
9.334372,10.65664,8.250295,6.298993,4.896269,STAR,WD
10.48438,13.32889,11.42623,9.313677,8.762363,STAR,WD
7.200845,10.12191,8.438869,7.01359,6.00656,STAR,WD
14.49029,15.98903,12.05376,9.491138,7.754603,STAR,WD
13.97529,16.38274,12.80905,10.06579,8.053846,STAR,WD
3.76997,4.146364,4.42592,4.193088,4.482212,STAR,WD
18.62406,20.18692,16.52866,15.19604,16.81344,STAR,WD
4.349384,4.681175,3.905249,2.971767,1.907526,STAR,WD
8.744723,10.61385,9.828628,8.262508,5.829516,STAR,WD
9.318321,8.957074,8.903546,11.15066,15.30009,STAR,L9
16.96183,13.83272,10.01596,7.489003,8.266022,STAR,WD
10.49759,11.77625,9.928914,8.180867,7.527725,STAR,WD
8.769701,12.07626,10.91766,9.076591,6.884718,STAR,WD
8.235847,6.343309,4.830802,3.473741,2.866282,STAR,WD
6.167068,6.208363,4.898205,3.494482,2.758,STAR,WD
10.5551,14.37067,28.8388,57.91308,87.34309,STAR,M1
15.91857,18.00445,14.72975,12.52718,9.793661,STAR,WD
12.16617,12.64487,9.394963,7.035617,4.973337,STAR,WD
184.1632,394.106,606.3715,690.2455,712.345,STAR,F9
19.14789,24.25172,21.46623,17.90685,14.35314,STAR,WD
28.38145,24.57827,15.87485,11.62112,9.199702,STAR,WD
12.71897,14.61321,11.15378,8.60372,6.752607,STAR,WD
22.98153,20.42914,14.21506,10.17608,8.165461,STAR,WD
428.5196,435.0452,302.4637,230.9325,182.4531,STAR,WD
43.98674,38.10287,25.73658,19.61106,16.28383,STAR,A0p
10.34862,10.45836,8.677415,7.35028,6.218178,STAR,F5
9.183521,8.359818,5.618375,4.233944,2.944162,STAR,WD
14.04684,11.80312,7.638198,5.550789,3.318491,STAR,OB
63.08684,76.33418,59.89226,48.26104,39.68565,STAR,WD
52.52627,43.47757,30.77989,23.28099,19.2614,STAR,OB
11.8033,10.48318,7.895977,6.870337,6.60065,STAR,OB
17.85481,18.03465,13.30252,10.81159,7.955707,STAR,WD
7.938192,7.882531,8.298569,8.722678,9.236539,STAR,K7
1096.406,907.1962,619.1156,476.7613,382.084,STAR,B6
19.4285,18.01422,13.23475,10.43499,10.78582,STAR,A0p
258.0497,195.0692,133.7311,99.11042,78.40044,STAR,O
18.35994,17.5632,12.13269,9.061449,5.679974,STAR,WD
214.884,205.6944,140.5021,103.0442,79.53934,STAR,WD
30.66127,27.65792,21.44358,17.14475,15.50682,STAR,OB
17.27996,14.70326,9.915518,6.818357,4.852624,STAR,WD
56.97018,159.038,258.3868,295.1446,304.6953,STAR,F9
1.284503,8.872734,23.80013,32.50417,36.24194,STAR,K5
1.989497,15.89781,44.51122,61.16796,70.98483,STAR,K5
46.5174,57.03844,66.7542,68.26131,63.23748,STAR,CV
25.99569,25.83685,19.04904,14.72996,11.99592,STAR,WD
7.624758,7.779652,5.472549,3.503046,1.244331,STAR,WD
6.271182,8.054675,7.376096,7.034651,8.666286,STAR,WD
13.71882,20.73815,18.43644,16.03756,16.05031,STAR,WD
65.92392,63.17401,47.5055,37.33134,30.44504,STAR,A0
25.7046,23.25563,18.94762,15.46195,13.39773,STAR,OB
33.3194,52.53104,46.89014,37.47954,30.00027,STAR,WD
19.26547,16.059,11.82236,9.979778,8.856208,STAR,OB
12.07015,15.23079,18.42228,31.37012,44.65134,STAR,M3
34.85175,41.16543,32.41413,26.24555,21.38384,STAR,WD
13.66433,9.157289,5.755096,4.257804,2.926774,STAR,B9
17.78741,16.58237,12.41336,9.545886,5.42023,STAR,OB
29.13913,24.85985,17.86312,14.15345,11.9895,STAR,OB
19.68457,16.43844,11.79582,9.965758,13.9915,STAR,WD
11.06253,13.57255,10.99972,9.810765,10.58279,STAR,WD
8.554173,9.30328,6.781164,4.95224,2.977531,STAR,WD
20.74453,19.46138,14.58703,11.49001,8.959472,STAR,OB
14.55332,14.08313,9.676108,7.196186,5.131716,STAR,WD
33.62362,43.05587,35.24394,28.57212,22.96733,STAR,WD
7.406344,47.68657,110.7459,147.5716,168.1764,STAR,K3
11.85057,16.85692,14.16836,11.87823,10.87949,STAR,WD
11.50505,16.72239,14.17715,11.31197,9.402951,STAR,WD
15.49555,23.57435,20.67651,16.33311,13.24576,STAR,WD
50.19487,33.80933,19.99814,13.39711,7.852147,STAR,O
13.79981,16.6956,13.70496,12.17541,13.63569,STAR,WD
26.46402,19.60887,12.44234,9.294417,6.712046,STAR,B9
4.39441,6.123269,5.174024,4.483611,4.418951,STAR,WD
5.177322,25.32402,79.60298,111.7643,142.2688,STAR,Carbon
18.4827,25.61325,22.78502,19.86503,17.28428,STAR,WD
62.44899,74.71828,62.60891,50.37234,43.11086,STAR,WD
6.465316,7.998062,6.691164,5.278851,3.830498,STAR,WD
627.6325,659.0264,494.9966,404.7885,360.3885,STAR,A0p
13.50505,16.44413,12.36888,9.234582,8.133982,STAR,WD
13.12237,15.7814,12.27871,10.40164,9.772613,STAR,WD
23.35768,30.56586,28.55478,25.76307,22.76307,STAR,WD
14.75346,11.92203,8.016882,6.020628,5.592807,STAR,WD
5.580704,6.000786,4.04104,2.475692,1.107993,STAR,WD
14.85612,19.7979,18.19336,14.57245,11.6968,STAR,WD
6.662618,16.92448,39.99693,54.27058,64.41477,STAR,T2
218.0856,266.4196,226.8389,185.6317,155.064,STAR,WD
17.44144,23.00329,19.00588,15.50577,12.57496,STAR,WD
4.465623,6.677568,7.717907,7.652765,7.901539,STAR,WD
6.721321,8.959779,11.71953,12.58442,14.38106,STAR,WD
2.684379,4.02179,5.573173,6.716513,8.155478,STAR,WD
16.7066,23.11685,28.74623,30.79622,29.47523,STAR,CV
42.56826,33.59107,21.81816,15.86026,13.21026,STAR,B6
24.30493,20.79211,11.86229,8.514407,5.580291,STAR,WD
434.3356,396.9612,300.1833,239.9698,205.1774,STAR,A0p
4.483592,7.645557,8.938106,9.105868,7.564363,STAR,WD
5.269187,5.551213,4.885111,3.484279,2.185399,STAR,WD
6.793184,6.12766,4.839943,3.42832,2.362859,STAR,OB
16.20682,20.94739,20.89473,19.08827,15.67207,STAR,WD
568.7159,495.5151,352.6279,277.9247,232.2842,STAR,A0p
0.5197943,3.305785,11.54544,18.91168,24.48427,STAR,K7
5.037308,6.844301,9.16411,11.03659,13.3832,STAR,CV
155.7138,140.0137,95.01325,70.15412,56.67528,STAR,A0p
15.60668,16.64059,11.43959,7.438101,3.284456,STAR,WD
877.9201,685.0242,440.0496,327.105,254.2643,STAR,B9
50.41336,34.77092,19.85105,13.78415,10.35571,STAR,B9
24.99687,35.87401,29.77414,23.18772,17.60152,STAR,WD
16.77839,17.13657,11.00924,9.080149,7.068618,STAR,WD
15.26651,17.11579,12.98701,9.098367,5.916663,STAR,WD
1.898289,13.03558,48.74057,82.95959,103.4128,STAR,K7
29.81803,43.42197,39.85451,34.10267,28.3145,STAR,WD
416.4723,316.7591,205.467,149.1411,121.8616,STAR,O
338.5533,298.7467,244.6319,204.5123,182.5221,STAR,O
16.04916,21.35679,28.13758,30.13506,30.05066,STAR,CV
1999.08,1898.933,1378.23,1084.062,893.3228,STAR,A0p
33.69441,37.0678,27.54376,21.46991,18.57809,STAR,WD
90.1795,84.12998,63.98196,49.61039,40.84768,STAR,OB
26.38701,32.99684,25.97745,21.19756,18.03714,STAR,WD
46.91139,38.16777,25.51814,18.81601,13.97364,STAR,B9
21.82833,20.8429,15.41443,11.47954,8.29617,STAR,WD
20.8657,22.38383,18.51871,15.23705,12.63905,STAR,WD
44.81057,42.28738,29.98839,22.4149,18.26615,STAR,WD
8.870559,10.98025,8.224531,5.975165,4.159348,STAR,WD
7.203296,7.203577,5.382582,4.054069,2.118394,STAR,WD
18.28432,22.2132,17.61238,12.57179,10.29624,STAR,WD
25.75461,23.54961,16.33388,12.18271,8.385269,STAR,OB
18.8802,16.83688,11.74154,8.661486,7.392913,STAR,WD
1.351414,2.640476,3.150147,2.534222,1.650022,STAR,WD
18.20535,19.65477,16.34859,13.61512,12.19323,STAR,WD
31.13651,30.04636,24.4701,20.14632,17.38149,STAR,OB
5.554675,5.669895,5.35682,4.461132,4.002993,STAR,OB
25.01497,236.8915,734.0739,1077.477,1305.419,STAR,K5
19.72926,27.50663,32.71744,32.25223,30.29244,STAR,L9
281.3944,300.0553,262.1344,224.2865,201.4626,STAR,A0
46.18709,70.30059,64.34171,53.76161,45.12441,STAR,WD
8.775275,8.065601,6.305223,4.694309,3.894795,STAR,OB
13.93498,12.42644,8.118485,5.328704,3.128748,STAR,WD
15.49423,13.84105,10.53949,8.656836,7.270119,STAR,OB
14.60619,14.0812,9.418696,6.953776,5.058406,STAR,WD
10.54235,9.333041,6.590174,2.956111,1.851531,STAR,OB
96.2281,75.79716,47.71659,34.11718,25.66512,STAR,WD
14.29091,18.01823,13.37984,9.604288,7.687566,STAR,WD
5.097726,9.118038,8.114025,5.993216,4.244644,STAR,WD
8.671988,10.80364,8.503677,6.14075,4.453791,STAR,WD
27.81296,34.56999,27.8826,22.87625,20.12806,STAR,WD
33.91769,30.518,23.89059,19.44639,16.77485,STAR,OB
19.43119,23.7439,27.4136,27.9095,27.00728,STAR,CV
65.35611,66.88715,50.88029,40.69549,33.33238,STAR,WD
5.610204,6.594026,5.509512,4.69858,3.982152,STAR,WD
38.6823,40.16715,32.31011,26.90937,22.62781,STAR,WD
9.330257,9.821543,6.559322,6.590789,6.175131,STAR,WD
19.3313,16.98382,12.33926,11.20092,11.02329,STAR,WD
7.549093,22.11848,44.81982,59.24777,66.58899,STAR,K3
8.619148,6.923022,4.271933,3.30841,1.112677,STAR,WD
12.21969,18.35929,15.9563,13.09178,10.47448,STAR,WD
30.43521,28.49609,21.73002,17.38446,15.11378,STAR,A0p
15.19439,19.37338,16.50188,13.82206,12.13522,STAR,WD
32.40676,23.34507,15.48663,12.00716,10.27959,STAR,B9
23.54654,23.3799,17.82992,14.04427,9.367346,STAR,OB
120.1939,108.0021,82.05607,66.2143,56.57023,STAR,A0p
281.2686,232.3593,156.2978,116.0956,91.71949,STAR,WD
34.17696,47.67433,41.02296,32.78753,28.29518,STAR,WD
32.59483,29.57257,22.30821,17.78434,14.50861,STAR,OB
16.47806,16.7405,11.8165,9.148892,7.474245,STAR,WD
7.666104,9.344477,7.366855,5.739028,4.025423,STAR,OB
73.17852,54.96201,35.31632,26.56738,22.22732,STAR,B9
34.24172,29.60695,23.00935,19.44217,17.54814,STAR,OB
11.94172,13.12717,10.36052,8.435996,6.448511,STAR,WD
15.76826,17.36251,13.82409,11.33089,9.876032,STAR,WD
9.275153,9.147075,7.076055,5.616605,5.086473,STAR,WD
10.16635,12.56202,9.630095,7.517472,5.758498,STAR,WD
3.498401,3.285864,2.706586,1.482776,0.2914879,STAR,T2
18.0491,24.35281,21.23165,18.09493,15.95131,STAR,WD
24.36997,19.79232,14.96058,11.72971,8.47827,STAR,OB
33.37536,39.24718,32.01554,25.78827,22.83607,STAR,WD
5.01903,9.487242,12.77216,13.81343,14.323,STAR,F5
12.94062,16.56643,20.15216,21.49602,22.98583,STAR,CV
4.710992,38.39463,96.02728,129.3876,154.3074,STAR,K3
0.73287,9.449069,32.4826,50.63853,67.74195,STAR,K7
600.9191,1414.365,2094.915,2301.374,2328.308,STAR,G0
19.0463,83.73845,162.1561,190.2712,208.4158,STAR,K1
1.821671,18.51067,49.4418,71.36239,85.94824,STAR,K5
48.25054,182.376,319.4798,377.7022,406.517,STAR,F9
31.98639,32.85056,24.18908,19.16833,15.32899,STAR,WD
60.39873,48.78611,31.66494,23.10095,17.08531,STAR,B6
21.2897,19.39669,12.50638,8.950215,6.932306,STAR,WD
10.99083,14.97466,12.67578,10.68744,8.84634,STAR,WD
28.95701,26.46534,19.12904,14.38674,13.7985,STAR,WD
231.0489,239.9829,168.6785,130.3564,101.4726,STAR,WD
28.67422,22.57905,17.67432,14.25329,14.66374,STAR,OB
3115.724,2798.835,1995.145,1549.521,1288.959,STAR,A0p
22.67118,32.23951,28.22609,22.94584,17.50939,STAR,WD
22.00489,18.74797,12.21638,8.741755,7.026919,STAR,B6
170.8493,173.5536,132.7024,105.104,88.36869,STAR,A0p
30.29495,35.22687,30.96458,25.46696,19.16599,STAR,A0
13.32578,13.01074,11.07856,9.510128,8.84589,STAR,B6
10.79428,10.81853,8.285319,6.343061,5.423727,STAR,WD
110.3298,130.8132,98.46161,76.61541,61.48558,STAR,WD
75.33733,71.51977,54.73285,42.99697,35.56563,STAR,OB
6.560029,5.167279,4.221359,3.017109,2.531391,STAR,OB
10.95934,10.66903,8.936351,8.050075,9.181821,STAR,WD
14.56674,19.64566,16.4214,18.8958,27.37948,STAR,WD
41.95657,43.75745,32.91754,25.66713,21.60511,STAR,WD
20.3926,25.3133,22.35344,18.22677,15.60785,STAR,WD
3.125291,5.625519,5.413799,4.489365,3.465844,STAR,OB
17.92251,19.28164,15.20166,11.80467,9.791311,STAR,WD
216.8248,354.3021,471.2536,500.9417,527.2232,STAR,B6
30.78341,37.74794,34.80432,29.94909,25.15551,STAR,WD
15.44467,14.72264,9.289164,6.002017,3.606175,STAR,WD
17.8149,23.02554,21.70358,19.55834,19.22884,STAR,WD
15.19476,18.12575,13.52532,10.19945,8.08473,STAR,WD
15.7292,15.67866,11.95459,8.832416,5.614046,STAR,OB
133.3119,518.6376,899.7078,1053.047,1121.09,STAR,F9
8.651793,28.63253,51.62524,61.81764,68.12669,STAR,K1
32.9645,37.23476,28.05287,22.58169,17.7016,STAR,WD
581.1367,485.9825,339.2081,259.9826,210.698,STAR,A0p
266.4294,240.4079,177.0422,140.1972,117.3204,STAR,A0p
19.44883,15.64542,10.81532,8.715563,7.517216,STAR,OB
110.2692,104.0813,79.97253,65.43254,57.44824,STAR,A0p
27.39078,35.05706,30.44809,26.21714,22.20181,STAR,WD
28.63474,26.85079,22.22038,19.33197,16.28133,STAR,OB
25.8517,33.02292,29.5737,24.73048,21.80609,STAR,WD
20.87296,18.15021,12.03859,8.628854,5.641629,STAR,WD
33.97028,33.14204,25.38348,19.28625,15.9663,STAR,B6
13.05276,13.24482,10.67776,8.526396,6.699339,STAR,A0p
29.39512,31.23083,25.7518,20.36876,17.08604,STAR,A0
33.62204,27.40658,19.37292,14.54194,10.73265,STAR,WD
22.05585,26.46365,21.80287,17.42805,13.15133,STAR,WD
250.7651,215.0355,145.7818,108.569,87.11279,STAR,WD
10.44577,15.48046,12.97926,10.50206,10.60013,STAR,WD
22.00174,27.63083,31.3165,32.18772,31.65181,STAR,CV
22.6605,29.9191,24.87701,19.94012,16.10747,STAR,WD
14.35277,19.62221,16.18769,12.8407,9.032788,STAR,WD
55.71735,57.08922,43.63601,33.68689,27.83385,STAR,A0
8.646467,11.66372,9.891899,7.710907,4.926657,STAR,WD
58.04377,56.77849,41.79373,31.72809,26.16849,STAR,A0
8.241168,10.52302,13.06311,14.94066,15.69298,STAR,WD
6.829546,9.519805,8.727254,7.533344,7.17157,STAR,WD
10.68176,17.36745,27.61466,49.30547,66.68877,STAR,M2
13.99589,20.11871,16.89752,13.20631,10.42971,STAR,WD
151.8857,118.6659,78.55952,57.62036,44.51772,STAR,WD
18.21675,23.91257,27.00685,27.45293,25.89538,STAR,CV
22.17961,21.39853,16.45872,13.44094,10.66969,STAR,OB
17.15401,16.94084,12.35135,9.203548,7.08678,STAR,WD
15.15635,18.76277,14.94863,12.13137,10.64631,STAR,WD
49.72549,40.25573,27.66624,20.24277,15.48486,STAR,WD
10.85242,14.74893,12.31376,9.60441,7.28018,STAR,WD
17.33091,21.48235,19.44927,17.21189,15.35164,STAR,WD
11.27772,16.15324,21.02733,23.51981,22.29616,STAR,F5
-0.3624932,6.565382,21.38293,31.37726,38.81452,STAR,K5
19.31168,59.09194,103.434,125.4317,136.2039,STAR,F9
1.5419,10.11206,22.65151,30.25313,36.88811,STAR,K3
70.27681,135.3178,197.4504,222.9783,234.7715,STAR,G0
53.86502,137.3861,236.821,286.9836,313.8169,STAR,F9
7.821264,30.68382,58.67182,73.56362,79.21322,STAR,K1
29.81566,25.24298,17.14838,13.48011,10.9003,STAR,WD
11.87132,17.57221,16.51845,15.02481,16.76218,STAR,WD
7.80844,8.441793,6.483756,5.216951,4.901263,STAR,WD
18.82717,17.86816,12.21478,8.207352,4.065868,STAR,OB
34.62465,46.61587,42.91031,37.77914,32.21979,STAR,WD
17.23896,20.29699,13.35742,8.011332,4.950769,STAR,A0
71.67297,72.4588,52.77863,40.28538,33.45804,STAR,WD
2.30667,7.435983,21.08134,28.97452,36.24044,STAR,K5
30.95415,237.9446,562.2116,732.6198,832.1063,STAR,K3
3.141588,4.7148,4.617952,3.962739,3.106145,STAR,WD
16.65204,20.38683,18.08805,14.90114,13.5232,STAR,WD
15.30252,17.90636,16.07621,12.81652,11.19687,STAR,WD
13.70322,15.86271,17.52427,16.73502,16.06459,STAR,CarbonWD
11.46834,11.84964,11.13676,9.235418,6.635474,STAR,OB
24.23313,26.71682,21.41781,17.29283,13.47032,STAR,WD
10.57876,15.25677,13.14589,11.21818,10.67831,STAR,WD
12.18381,10.49641,8.100863,6.31937,5.973382,STAR,OB
131.1278,240.828,291.3475,308.8402,327.6327,STAR,A0
17.21737,18.37152,14.36466,11.78347,10.37143,STAR,WD
49.90248,46.1272,40.15044,36.93511,35.44546,STAR,A0p
15.89501,14.67699,11.22851,9.286158,8.361434,STAR,OB
22.23992,27.14613,22.48222,18.08167,15.9076,STAR,WD
